study_id,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location,flag,notes
S125,BI,FC,0.357,498.0,latest_human_R4_CORRELATIONS,,,
S125,BI,PE,0.687,498.0,latest_human_R4_CORRELATIONS,,,
S125,BI,SE,0.52,498.0,latest_human_R4_CORRELATIONS,,,
S125,EE,FC,0.531,498.0,latest_human_R4_CORRELATIONS,,,
S125,EE,PE,0.713,498.0,latest_human_R4_CORRELATIONS,,,
S125,EE,SE,0.621,498.0,latest_human_R4_CORRELATIONS,,,
S125,FC,PE,0.431,498.0,latest_human_R4_CORRELATIONS,,,
S125,FC,SE,0.43,498.0,latest_human_R4_CORRELATIONS,,,
S125,PE,SE,0.566,498.0,latest_human_R4_CORRELATIONS,,,
S010,BI,EE,0.086,296.0,latest_human_R4_CORRELATIONS,,,
S010,BI,FC,0.113,296.0,latest_human_R4_CORRELATIONS,,,
S010,BI,PE,0.429,296.0,latest_human_R4_CORRELATIONS,,,
S010,BI,SI,0.121,296.0,latest_human_R4_CORRELATIONS,,,
S010,BI,UB,0.435,296.0,latest_human_R4_CORRELATIONS,,,
S010,FC,UB,0.067,296.0,latest_human_R4_CORRELATIONS,,,
S057,ANX,ATT,0.4,582.0,latest_human_R4_CORRELATIONS,,,
S057,ANX,BI,0.39,582.0,latest_human_R4_CORRELATIONS,,,
S057,ANX,EE,0.36,582.0,latest_human_R4_CORRELATIONS,,,
S057,ANX,FC,0.33,582.0,latest_human_R4_CORRELATIONS,,,
S057,ANX,PE,0.34,582.0,latest_human_R4_CORRELATIONS,,,
S057,ANX,SE,0.27,582.0,latest_human_R4_CORRELATIONS,,,
S057,ANX,SI,0.39,582.0,latest_human_R4_CORRELATIONS,,,
S057,ATT,BI,0.48,582.0,latest_human_R4_CORRELATIONS,,,
S057,ATT,EE,0.61,582.0,latest_human_R4_CORRELATIONS,,,
S057,ATT,FC,0.35,582.0,latest_human_R4_CORRELATIONS,,,
S057,ATT,PE,0.67,582.0,latest_human_R4_CORRELATIONS,,,
S057,ATT,SE,0.33,582.0,latest_human_R4_CORRELATIONS,,,
S057,ATT,SI,0.51,582.0,latest_human_R4_CORRELATIONS,,,
S057,BI,EE,0.49,582.0,latest_human_R4_CORRELATIONS,,,
S057,BI,FC,0.35,582.0,latest_human_R4_CORRELATIONS,,,
S057,BI,PE,0.51,582.0,latest_human_R4_CORRELATIONS,,,
S057,BI,SE,0.37,582.0,latest_human_R4_CORRELATIONS,,,
S057,BI,SI,0.44,582.0,latest_human_R4_CORRELATIONS,,,
S057,EE,FC,0.31,582.0,latest_human_R4_CORRELATIONS,,,
S057,EE,PE,0.71,582.0,latest_human_R4_CORRELATIONS,,,
S057,EE,SE,0.33,582.0,latest_human_R4_CORRELATIONS,,,
S057,EE,SI,0.53,582.0,latest_human_R4_CORRELATIONS,,,
S057,FC,PE,0.29,582.0,latest_human_R4_CORRELATIONS,,,
S057,FC,SE,0.33,582.0,latest_human_R4_CORRELATIONS,,,
S057,FC,SI,0.39,582.0,latest_human_R4_CORRELATIONS,,,
S057,PE,SE,0.39,582.0,latest_human_R4_CORRELATIONS,,,
S057,PE,SI,0.48,582.0,latest_human_R4_CORRELATIONS,,,
S057,SE,SI,0.34,582.0,latest_human_R4_CORRELATIONS,,,
S174,BI,EE,0.385,1380.0,latest_human_R4_CORRELATIONS,,,
S174,BI,PE,0.303,1380.0,latest_human_R4_CORRELATIONS,,,
S174,BI,TRU,0.227,1380.0,latest_human_R4_CORRELATIONS,,,
S174,BI,UB,0.204,1380.0,latest_human_R4_CORRELATIONS,,,
S174,EE,PE,0.688,1380.0,latest_human_R4_CORRELATIONS,,,
S174,EE,TRU,0.471,1380.0,latest_human_R4_CORRELATIONS,,,
S174,EE,UB,0.291,1380.0,latest_human_R4_CORRELATIONS,,,
S174,PE,TRU,0.542,1380.0,latest_human_R4_CORRELATIONS,,,
S174,PE,UB,0.108,1380.0,latest_human_R4_CORRELATIONS,,,
S174,TRU,UB,0.243,1380.0,latest_human_R4_CORRELATIONS,,,
S154,BI,EE,0.594,108.0,latest_human_R4_CORRELATIONS,,,
S154,BI,PE,0.713,108.0,latest_human_R4_CORRELATIONS,,,
S154,BI,TRU,0.4,108.0,latest_human_R4_CORRELATIONS,,,
S154,BI,UB,0.746,108.0,latest_human_R4_CORRELATIONS,,,
S154,EE,PE,0.706,108.0,latest_human_R4_CORRELATIONS,,,
S154,EE,TRU,0.355,108.0,latest_human_R4_CORRELATIONS,,,
S154,EE,UB,0.557,108.0,latest_human_R4_CORRELATIONS,,,
S154,PE,TRU,0.443,108.0,latest_human_R4_CORRELATIONS,,,
S154,PE,UB,0.723,108.0,latest_human_R4_CORRELATIONS,,,
S154,TRU,UB,0.402,108.0,latest_human_R4_CORRELATIONS,,,
S170,ATT,BI,0.45,90.0,latest_human_R4_CORRELATIONS,,,
S170,ATT,PE,0.43,90.0,latest_human_R4_CORRELATIONS,,,
S170,ATT,SI,0.485,90.0,latest_human_R4_CORRELATIONS,,,
S170,BI,PE,-0.101,90.0,latest_human_R4_CORRELATIONS,,,
S170,BI,SI,0.408,90.0,latest_human_R4_CORRELATIONS,,,
S130,ANX,EE,-0.52,500.0,latest_human_R4_CORRELATIONS,,,
S130,ANX,FC,-0.49,500.0,latest_human_R4_CORRELATIONS,,,
S130,ANX,PE,0.47,500.0,latest_human_R4_CORRELATIONS,,Y,"Printed as +0.47*** in Table 2, but paper's Results §3.1 explicitly states ""technology anxiety is negatively correlated with other variables"". All other ANX correlations are negative (-0.50, -0.51, -0.52, -0.49). Likely a sign-typo in Table 2; actual value probably -0.47. Coded AS-PRINTED per coding rule; VERIFY with authors or recalculate before MASEM inclusion."
S130,ANX,UB,-0.5,500.0,latest_human_R4_CORRELATIONS,,,
S130,EE,FC,0.62,500.0,latest_human_R4_CORRELATIONS,,,
S130,EE,PE,0.48,500.0,latest_human_R4_CORRELATIONS,,,
S130,EE,UB,0.52,500.0,latest_human_R4_CORRELATIONS,,,
S130,FC,PE,0.56,500.0,latest_human_R4_CORRELATIONS,,,
S130,FC,UB,0.57,500.0,latest_human_R4_CORRELATIONS,,,
S130,PE,UB,0.59,500.0,latest_human_R4_CORRELATIONS,,,
S225,BI,EE,-0.057,302.0,latest_human_R4_CORRELATIONS,,,
S225,BI,FC,0.091,302.0,latest_human_R4_CORRELATIONS,,,
S225,BI,PE,0.184,302.0,latest_human_R4_CORRELATIONS,,,
S225,BI,SI,-0.076,302.0,latest_human_R4_CORRELATIONS,,,
S225,BI,TRU,0.435,302.0,latest_human_R4_CORRELATIONS,,,
S225,BI,UB,0.687,302.0,latest_human_R4_CORRELATIONS,,,
S193,ATT,BI,0.702,186.0,latest_human_R4_CORRELATIONS,,,
S193,ATT,EE,0.464,186.0,latest_human_R4_CORRELATIONS,,,
S193,ATT,FC,0.457,186.0,latest_human_R4_CORRELATIONS,,,
S193,ATT,PE,0.756,186.0,latest_human_R4_CORRELATIONS,,,
S193,ATT,SI,0.658,186.0,latest_human_R4_CORRELATIONS,,,
S193,BI,EE,0.663,186.0,latest_human_R4_CORRELATIONS,,,
S193,BI,FC,0.742,186.0,latest_human_R4_CORRELATIONS,,,
S193,BI,PE,0.685,186.0,latest_human_R4_CORRELATIONS,,,
S193,BI,SI,0.771,186.0,latest_human_R4_CORRELATIONS,,,
S193,EE,FC,0.656,186.0,latest_human_R4_CORRELATIONS,,,
S193,EE,PE,0.629,186.0,latest_human_R4_CORRELATIONS,,,
S193,EE,SI,0.723,186.0,latest_human_R4_CORRELATIONS,,,
S193,FC,PE,0.747,186.0,latest_human_R4_CORRELATIONS,,,
S193,FC,SI,0.676,186.0,latest_human_R4_CORRELATIONS,,,
S193,PE,SI,0.461,186.0,latest_human_R4_CORRELATIONS,,,
S060,ATT,BI,0.685,415.0,latest_human_R4_CORRELATIONS,,,
S060,ATT,EE,0.629,415.0,latest_human_R4_CORRELATIONS,,,
S060,ATT,FC,0.652,415.0,latest_human_R4_CORRELATIONS,,,
S060,ATT,PE,0.673,415.0,latest_human_R4_CORRELATIONS,,,
S060,ATT,SI,0.596,415.0,latest_human_R4_CORRELATIONS,,,
S060,BI,EE,0.541,415.0,latest_human_R4_CORRELATIONS,,,
S060,BI,FC,0.596,415.0,latest_human_R4_CORRELATIONS,,,
S060,BI,PE,0.585,415.0,latest_human_R4_CORRELATIONS,,,
S060,BI,SI,0.463,415.0,latest_human_R4_CORRELATIONS,,,
S060,EE,FC,0.552,415.0,latest_human_R4_CORRELATIONS,,,
S060,EE,PE,0.562,415.0,latest_human_R4_CORRELATIONS,,,
S060,EE,SI,0.417,415.0,latest_human_R4_CORRELATIONS,,,
S060,FC,PE,0.618,415.0,latest_human_R4_CORRELATIONS,,,
S060,FC,SI,0.473,415.0,latest_human_R4_CORRELATIONS,,,
S060,PE,SI,0.487,415.0,latest_human_R4_CORRELATIONS,,,
S160,BI,PE,0.075,351.0,latest_human_R4_CORRELATIONS,,,
S160,BI,SE,0.803,351.0,latest_human_R4_CORRELATIONS,,,
S160,BI,UB,0.294,351.0,latest_human_R4_CORRELATIONS,,,
S160,PE,SE,0.008,351.0,latest_human_R4_CORRELATIONS,,,
S160,PE,UB,-0.014,351.0,latest_human_R4_CORRELATIONS,,,
S160,SE,UB,0.229,351.0,latest_human_R4_CORRELATIONS,,,
S141,BI,EE,0.494,793.0,latest_human_R4_CORRELATIONS,,,
S141,BI,FC,0.456,793.0,latest_human_R4_CORRELATIONS,,,
S141,BI,PE,0.735,793.0,latest_human_R4_CORRELATIONS,,,
S141,BI,SI,0.558,793.0,latest_human_R4_CORRELATIONS,,,
S141,EE,FC,0.76,793.0,latest_human_R4_CORRELATIONS,,,
S141,EE,PE,0.75,793.0,latest_human_R4_CORRELATIONS,,,
S141,EE,SI,0.38,793.0,latest_human_R4_CORRELATIONS,,,
S141,FC,PE,0.61,793.0,latest_human_R4_CORRELATIONS,,,
S141,FC,SI,0.36,793.0,latest_human_R4_CORRELATIONS,,,
S141,PE,SI,0.58,793.0,latest_human_R4_CORRELATIONS,,,
S043,BI,EE,0.669,210.0,latest_human_R4_CORRELATIONS,,,
S043,BI,PE,0.688,210.0,latest_human_R4_CORRELATIONS,,,
S043,BI,UB,0.534,210.0,latest_human_R4_CORRELATIONS,,,
S043,EE,FC,0.407,210.0,latest_human_R4_CORRELATIONS,,,
S043,EE,PE,0.65,210.0,latest_human_R4_CORRELATIONS,,,
S043,EE,TRU,0.634,210.0,latest_human_R4_CORRELATIONS,,,
S213,BI,EE,0.141,473.0,latest_human_R4_CORRELATIONS,,,
S213,BI,PE,0.087,473.0,latest_human_R4_CORRELATIONS,,,
S213,EE,PE,0.082,473.0,latest_human_R4_CORRELATIONS,,,
S127,ANX,BI,-0.302,265.0,latest_human_R4_CORRELATIONS,,,
S127,ANX,EE,-0.351,265.0,latest_human_R4_CORRELATIONS,,,
S127,ANX,PE,-0.273,265.0,latest_human_R4_CORRELATIONS,,,
S127,ANX,SE,-0.319,265.0,latest_human_R4_CORRELATIONS,,,
S127,ANX,SI,-0.105,265.0,latest_human_R4_CORRELATIONS,,,
S127,BI,EE,0.314,265.0,latest_human_R4_CORRELATIONS,,,
S127,BI,PE,0.592,265.0,latest_human_R4_CORRELATIONS,,,
S127,BI,SE,0.317,265.0,latest_human_R4_CORRELATIONS,,,
S127,BI,SI,0.426,265.0,latest_human_R4_CORRELATIONS,,,
S127,EE,PE,0.41,265.0,latest_human_R4_CORRELATIONS,,,
S127,EE,SE,0.593,265.0,latest_human_R4_CORRELATIONS,,,
S127,EE,SI,0.138,265.0,latest_human_R4_CORRELATIONS,,,
S127,PE,SE,0.366,265.0,latest_human_R4_CORRELATIONS,,,
S127,PE,SI,0.264,265.0,latest_human_R4_CORRELATIONS,,,
S127,SE,SI,0.14,265.0,latest_human_R4_CORRELATIONS,,,
S089,BI,EE,0.412,322.0,latest_human_R4_CORRELATIONS,,,"Table 8 path coefficient (PEOU->AI using intention (H2)). Raw beta retained, no beta-to-r conversion. HTMT not used per project rule."
S089,BI,PE,0.308,322.0,latest_human_R4_CORRELATIONS,,,"Table 8 path coefficient (PU->AI using intention (H1)). Raw beta retained, no beta-to-r conversion. HTMT not used per project rule."
S089,BI,UB,0.667,322.0,latest_human_R4_CORRELATIONS,,,"Table 8 path coefficient (AI using intention->AI adoption (H3)). Raw beta retained, no beta-to-r conversion. HTMT not used per project rule."
S089,EE,UB,0.275,322.0,latest_human_R4_CORRELATIONS,,,"Table 8 path coefficient (PEOU->AI adoption). Raw beta retained, no beta-to-r conversion. HTMT not used per project rule."
S089,PE,UB,0.205,322.0,latest_human_R4_CORRELATIONS,,,"Table 8 path coefficient (PU->AI adoption (H5)). Raw beta retained, no beta-to-r conversion. HTMT not used per project rule."
S075,BI,EE,0.271,402.0,latest_human_R4_CORRELATIONS,,,
S075,BI,FC,0.342,402.0,latest_human_R4_CORRELATIONS,,,
S075,BI,PE,0.331,402.0,latest_human_R4_CORRELATIONS,,,
S075,BI,SI,0.115,402.0,latest_human_R4_CORRELATIONS,,,
S075,BI,UB,0.515,402.0,latest_human_R4_CORRELATIONS,,,
S075,EE,FC,0.404,402.0,latest_human_R4_CORRELATIONS,,,
S075,EE,PE,0.4,402.0,latest_human_R4_CORRELATIONS,,,
S075,EE,SI,0.514,402.0,latest_human_R4_CORRELATIONS,,,
S075,EE,UB,0.322,402.0,latest_human_R4_CORRELATIONS,,,
S075,FC,PE,0.287,402.0,latest_human_R4_CORRELATIONS,,,
S075,FC,SI,0.322,402.0,latest_human_R4_CORRELATIONS,,,
S075,FC,UB,0.319,402.0,latest_human_R4_CORRELATIONS,,,
S075,PE,UB,0.217,402.0,latest_human_R4_CORRELATIONS,,,
S075,SI,UB,0.28,402.0,latest_human_R4_CORRELATIONS,,,
S058,ATT,BI,0.81,485.0,latest_human_R4_CORRELATIONS,,,
S058,ATT,EE,0.369,485.0,latest_human_R4_CORRELATIONS,,,
S058,ATT,PE,0.484,485.0,latest_human_R4_CORRELATIONS,,,
S058,BI,EE,0.142,485.0,latest_human_R4_CORRELATIONS,,,
S058,BI,PE,0.406,485.0,latest_human_R4_CORRELATIONS,,,
S058,EE,PE,0.806,485.0,latest_human_R4_CORRELATIONS,,,
S108,EE,PE,0.61,114.0,latest_human_R4_CORRELATIONS,,,
S067,ATT,BI,0.53,598.0,latest_human_R4_CORRELATIONS,,,
S067,ATT,EE,0.265,598.0,latest_human_R4_CORRELATIONS,,,
S067,ATT,PE,0.415,598.0,latest_human_R4_CORRELATIONS,,,
S067,ATT,SI,0.468,598.0,latest_human_R4_CORRELATIONS,,,
S067,BI,EE,0.354,598.0,latest_human_R4_CORRELATIONS,,,
S067,BI,PE,0.507,598.0,latest_human_R4_CORRELATIONS,,,
S067,BI,SI,0.204,598.0,latest_human_R4_CORRELATIONS,,,
S067,EE,PE,0.609,598.0,latest_human_R4_CORRELATIONS,,,
S067,EE,SI,0.228,598.0,latest_human_R4_CORRELATIONS,,,
S067,PE,SI,0.505,598.0,latest_human_R4_CORRELATIONS,,,
S103,ATT,BI,0.701,770.0,latest_human_R4_CORRELATIONS,,,
S103,ATT,FC,0.57,770.0,latest_human_R4_CORRELATIONS,,,
S103,ATT,PE,0.727,770.0,latest_human_R4_CORRELATIONS,,,
S103,ATT,SI,0.265,770.0,latest_human_R4_CORRELATIONS,,,
S103,BI,FC,0.567,770.0,latest_human_R4_CORRELATIONS,,,
S103,BI,PE,0.639,770.0,latest_human_R4_CORRELATIONS,,,
S103,BI,SI,0.288,770.0,latest_human_R4_CORRELATIONS,,,
S103,FC,PE,0.638,770.0,latest_human_R4_CORRELATIONS,,,
S103,FC,SI,0.497,770.0,latest_human_R4_CORRELATIONS,,,
S103,PE,SI,0.363,770.0,latest_human_R4_CORRELATIONS,,,
S069,BI,EE,0.345,597.0,latest_human_R4_CORRELATIONS,,,
S069,BI,PE,0.421,597.0,latest_human_R4_CORRELATIONS,,,
S069,BI,SI,0.635,597.0,latest_human_R4_CORRELATIONS,,,
S069,EE,PE,0.69,597.0,latest_human_R4_CORRELATIONS,,,
S069,EE,SI,0.551,597.0,latest_human_R4_CORRELATIONS,,,
S069,PE,SI,0.493,597.0,latest_human_R4_CORRELATIONS,,,
S063,ATT,BI,0.688,388.0,latest_human_R4_CORRELATIONS,,,
S063,ATT,EE,0.638,388.0,latest_human_R4_CORRELATIONS,,,
S063,ATT,PE,0.6,388.0,latest_human_R4_CORRELATIONS,,,
S063,ATT,UB,0.584,388.0,latest_human_R4_CORRELATIONS,,,
S063,BI,EE,0.599,388.0,latest_human_R4_CORRELATIONS,,,
S063,BI,PE,0.544,388.0,latest_human_R4_CORRELATIONS,,,
S063,BI,UB,0.639,388.0,latest_human_R4_CORRELATIONS,,,
S063,EE,PE,0.62,388.0,latest_human_R4_CORRELATIONS,,,
S063,EE,UB,0.47,388.0,latest_human_R4_CORRELATIONS,,,
S063,PE,UB,0.511,388.0,latest_human_R4_CORRELATIONS,,,
S119,BI,EE,0.72,432.0,latest_human_R4_CORRELATIONS,,,
S119,BI,FC,0.699,432.0,latest_human_R4_CORRELATIONS,,,
S119,BI,PE,0.737,432.0,latest_human_R4_CORRELATIONS,,,
S119,BI,SI,0.632,432.0,latest_human_R4_CORRELATIONS,,,
S119,EE,FC,0.677,432.0,latest_human_R4_CORRELATIONS,,,
S119,EE,PE,0.854,432.0,latest_human_R4_CORRELATIONS,,,
S119,EE,SI,0.66,432.0,latest_human_R4_CORRELATIONS,,,
S119,FC,PE,0.604,432.0,latest_human_R4_CORRELATIONS,,,
S119,FC,SI,0.873,432.0,latest_human_R4_CORRELATIONS,,,
S119,PE,SI,0.596,432.0,latest_human_R4_CORRELATIONS,,,
S093,ATT,BI,0.84,127.0,latest_human_R4_CORRELATIONS,,,
S093,ATT,EE,0.428,127.0,latest_human_R4_CORRELATIONS,,,
S093,ATT,PE,0.344,127.0,latest_human_R4_CORRELATIONS,,,
S093,BI,FC,-0.032,127.0,latest_human_R4_CORRELATIONS,,,
S093,BI,UB,0.575,127.0,latest_human_R4_CORRELATIONS,,,
S093,EE,FC,0.098,127.0,latest_human_R4_CORRELATIONS,,,
S153,BI,EE,0.502,207.0,latest_human_R4_CORRELATIONS,,,
S153,BI,PE,0.56,207.0,latest_human_R4_CORRELATIONS,,,
S153,BI,SI,0.672,207.0,latest_human_R4_CORRELATIONS,,,
S153,BI,TRU,0.577,207.0,latest_human_R4_CORRELATIONS,,,
S153,EE,PE,0.613,207.0,latest_human_R4_CORRELATIONS,,,
S153,EE,SI,0.333,207.0,latest_human_R4_CORRELATIONS,,,
S153,EE,TRU,0.536,207.0,latest_human_R4_CORRELATIONS,,,
S153,PE,SI,0.433,207.0,latest_human_R4_CORRELATIONS,,,
S153,PE,TRU,0.654,207.0,latest_human_R4_CORRELATIONS,,,
S153,SI,TRU,0.487,207.0,latest_human_R4_CORRELATIONS,,,
S049,BI,EE,0.49,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,BI,FC,0.507,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,BI,PE,0.478,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,BI,SI,0.566,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,BI,UB,0.684,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,EE,FC,0.56,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,EE,PE,0.397,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,EE,SI,0.48,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,EE,UB,0.493,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,FC,PE,0.385,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,FC,SI,0.565,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,FC,UB,0.443,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,PE,SI,0.497,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,PE,UB,0.412,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S049,SI,UB,0.474,419.0,latest_human_R4_CORRELATIONS,,,"Table 3 Fornell-Larcker criterion (off-diagonal correlation). Mapping: FCs->FC, AU->UB."
S066,ANX,BI,0.7,300.0,latest_human_R4_CORRELATIONS,,,
S066,ANX,EE,0.123,300.0,latest_human_R4_CORRELATIONS,,,
S066,ANX,FC,0.206,300.0,latest_human_R4_CORRELATIONS,,,
S066,ANX,PE,0.037,300.0,latest_human_R4_CORRELATIONS,,,
S066,ANX,SI,0.332,300.0,latest_human_R4_CORRELATIONS,,,
S066,ANX,TRU,0.14,300.0,latest_human_R4_CORRELATIONS,,,
S066,BI,EE,0.087,300.0,latest_human_R4_CORRELATIONS,,,
S066,BI,FC,0.132,300.0,latest_human_R4_CORRELATIONS,,,
S066,BI,PE,0.215,300.0,latest_human_R4_CORRELATIONS,,,
S066,BI,SI,0.339,300.0,latest_human_R4_CORRELATIONS,,,
S066,BI,UB,0.497,300.0,latest_human_R4_CORRELATIONS,,,
S066,EE,UB,0.177,300.0,latest_human_R4_CORRELATIONS,,,
S162,ANX,ATT,-0.323,156.0,latest_human_R4_CORRELATIONS,,,
S162,ANX,BI,0.184,156.0,latest_human_R4_CORRELATIONS,,,
S162,ANX,EE,0.412,156.0,latest_human_R4_CORRELATIONS,,,
S162,ANX,PE,0.54,156.0,latest_human_R4_CORRELATIONS,,,
S162,ANX,UB,0.132,156.0,latest_human_R4_CORRELATIONS,,,
S162,ATT,BI,0.234,156.0,latest_human_R4_CORRELATIONS,,,
S162,ATT,EE,0.087,156.0,latest_human_R4_CORRELATIONS,,,
S162,ATT,PE,-0.591,156.0,latest_human_R4_CORRELATIONS,,,
S162,ATT,UB,0.166,156.0,latest_human_R4_CORRELATIONS,,,
S162,BI,EE,0.019,156.0,latest_human_R4_CORRELATIONS,,,
S162,BI,PE,0.021,156.0,latest_human_R4_CORRELATIONS,,,
S162,BI,UB,0.619,156.0,latest_human_R4_CORRELATIONS,,,
S162,EE,PE,0.427,156.0,latest_human_R4_CORRELATIONS,,,
S162,EE,UB,0.081,156.0,latest_human_R4_CORRELATIONS,,,
S162,PE,UB,-0.079,156.0,latest_human_R4_CORRELATIONS,,,
S136,BI,EE,0.418,105.0,latest_human_R4_CORRELATIONS,,,
S136,BI,PE,0.25,105.0,latest_human_R4_CORRELATIONS,,,
S136,BI,SI,0.358,105.0,latest_human_R4_CORRELATIONS,,,
S136,BI,UB,0.55,105.0,latest_human_R4_CORRELATIONS,,,
S136,EE,PE,0.283,105.0,latest_human_R4_CORRELATIONS,,,
S136,EE,SI,0.397,105.0,latest_human_R4_CORRELATIONS,,,
S136,EE,UB,0.374,105.0,latest_human_R4_CORRELATIONS,,,
S136,PE,SI,0.142,105.0,latest_human_R4_CORRELATIONS,,,
S136,PE,UB,0.057,105.0,latest_human_R4_CORRELATIONS,,,
S136,SI,UB,0.484,105.0,latest_human_R4_CORRELATIONS,,,
S188,ATT,BI,0.733,147.0,latest_human_R4_CORRELATIONS,,,
S188,ATT,EE,0.692,147.0,latest_human_R4_CORRELATIONS,,,
S188,ATT,PE,0.623,147.0,latest_human_R4_CORRELATIONS,,,
S188,ATT,SE,0.627,147.0,latest_human_R4_CORRELATIONS,,,
S188,ATT,TRU,0.57,147.0,latest_human_R4_CORRELATIONS,,,
S188,BI,EE,0.647,147.0,latest_human_R4_CORRELATIONS,,,
S188,BI,PE,0.645,147.0,latest_human_R4_CORRELATIONS,,,
S188,BI,SE,0.516,147.0,latest_human_R4_CORRELATIONS,,,
S188,BI,TRU,0.478,147.0,latest_human_R4_CORRELATIONS,,,
S188,EE,PE,0.889,147.0,latest_human_R4_CORRELATIONS,,,
S188,EE,SE,0.545,147.0,latest_human_R4_CORRELATIONS,,,
S188,EE,TRU,0.519,147.0,latest_human_R4_CORRELATIONS,,,
S188,PE,SE,0.458,147.0,latest_human_R4_CORRELATIONS,,,
S188,PE,TRU,0.369,147.0,latest_human_R4_CORRELATIONS,,,
S188,SE,TRU,0.487,147.0,latest_human_R4_CORRELATIONS,,,
S080,BI,EE,0.436,251.0,latest_human_R4_CORRELATIONS,Table III,,"Table III path coefficient (EE->BI). Raw beta retained, no beta-to-r conversion."
S080,BI,FC,-0.058,251.0,latest_human_R4_CORRELATIONS,Table III,,"Table III path coefficient (FC->BI). Raw beta retained, no beta-to-r conversion."
S080,BI,PE,0.207,251.0,latest_human_R4_CORRELATIONS,Table III,,Table III path coefficient (PE->BI). Raw beta retained. Marginally sig. at 10% (p=.085) in paper; ns at .05.
S080,BI,SI,0.066,251.0,latest_human_R4_CORRELATIONS,Table III,,"Table III path coefficient (SI->BI). Raw beta retained, no beta-to-r conversion."
S216,ANX,EE,0.085,348.0,latest_human_R4_CORRELATIONS,,,Table 5 path coefficient (H12: ANX->PEOU). Not supported (p=.091). Raw beta retained. HTMT not used per project rule.
S216,BI,EE,0.203,348.0,latest_human_R4_CORRELATIONS,,,Table 5 path coefficient (H2: PEOU->BI). Raw beta retained. HTMT not used per project rule.
S216,BI,PE,0.203,348.0,latest_human_R4_CORRELATIONS,,,"Table 5 path coefficient (H1: PU->BI). Raw beta retained, no beta-to-r conversion. HTMT not used per project rule."
S216,BI,SI,0.159,348.0,latest_human_R4_CORRELATIONS,,,Table 5 path coefficient (H6: SN->BI). Raw beta retained. HTMT not used per project rule.
S216,EE,PE,0.229,348.0,latest_human_R4_CORRELATIONS,,,Table 5 path coefficient (H3: PEOU->PU). Raw beta retained. HTMT not used per project rule.
S216,EE,SE,0.231,348.0,latest_human_R4_CORRELATIONS,,,Table 5 path coefficient (H11: SE->PEOU). Raw beta retained. HTMT not used per project rule.
S216,PE,SI,0.427,348.0,latest_human_R4_CORRELATIONS,,,Table 5 path coefficient (H5: SN->PU). Raw beta retained. HTMT not used per project rule.
S088,BI,EE,0.29,353.0,latest_human_R4_CORRELATIONS,,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,BI,FC,0.353,353.0,latest_human_R4_CORRELATIONS,,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,BI,PE,0.41,353.0,latest_human_R4_CORRELATIONS,,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,BI,SI,0.152,353.0,latest_human_R4_CORRELATIONS,,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,BI,TRU,0.128,353.0,latest_human_R4_CORRELATIONS,,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
