task_unit_id,study_id,construct_pair,evidence_family_current,denominator_family_current,reference_r_source,reference_evidence_type,caveat_ids,path_compatible_for_model_prompt,route_review_flag,recommended_step5_model_input_route,human_reference_value_changed
FC-S5-TASK-01648,S175,ATT-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01649,S175,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01650,S175,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,coder_agreed_beta_converted_correlation,coder_agreed_beta_converted_correlation,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01692,S179,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01693,S179,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01694,S179,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01695,S179,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01696,S179,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01697,S181,ANX-ATT,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01698,S181,ANX-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01699,S181,ANX-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01700,S181,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01701,S181,ATT-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01702,S181,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01713,S183,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01714,S183,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01715,S183,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01716,S183,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01717,S183,BI-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01718,S183,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01719,S183,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01720,S183,EE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01721,S183,EE-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01722,S183,FC-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01723,S183,FC-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01724,S183,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01725,S183,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01726,S183,PE-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01727,S183,SI-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01801,S191,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01802,S191,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01803,S191,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01804,S191,BI-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01805,S191,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01806,S191,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01807,S191,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01808,S191,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01809,S191,EE-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01810,S191,EE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01811,S191,EE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01812,S191,FC-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01813,S191,FC-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01814,S191,FC-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01815,S191,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01816,S191,PE-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01817,S191,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01818,S191,PE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01819,S191,SE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01820,S191,SE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01821,S191,SI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_latent_correlation,fornell_larcker_off_diagonal_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01822,S192,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01823,S192,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01824,S192,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01825,S192,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01826,S192,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01878,S200,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01879,S200,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01880,S200,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01881,S200,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01882,S200,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005;CAV007;ROW_CAVEAT,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01883,S200,EE-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01884,S200,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01885,S200,EE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01886,S200,EE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01887,S200,FC-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01888,S200,FC-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01889,S200,FC-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01890,S200,PE-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01891,S200,PE-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01892,S200,SI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_direct_or_discriminant_validity_value,table5_direct_or_discriminant_validity_value_researcher_selected,CAV005;CAV007;ROW_CAVEAT,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01913,S204,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01914,S204,ATT-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01915,S204,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01916,S204,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01917,S204,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01918,S204,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01919,S204,PE-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01930,S207,ATT-BI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01931,S207,ATT-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01932,S207,ATT-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01933,S207,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01934,S207,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01935,S207,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,source_reported_pearson_or_latent_correlation,source_reported_direct_correlation_or_latent_correlation,CAV005,false,non_path_reference_evidence_in_beta_family,route_as_latent_or_construct_correlation_in_revised_step5_model_input,false
FC-S5-TASK-01976,S216,ANX-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01977,S216,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01978,S216,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01979,S216,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01980,S216,EE-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-01981,S216,EE-SE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-02038,S225,BI-EE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-02039,S225,BI-FC,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-02040,S225,BI-PE,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-02041,S225,BI-SI,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-02042,S225,BI-TRU,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
FC-S5-TASK-02043,S225,BI-UB,beta_or_path_converted_effect_size,secondary_beta_or_path_converted_effect_size,beta_converted_peterson_brown,standardized_path_beta_converted,CAV005,true,path_or_beta_compatible,retain_beta_or_path_extraction_route,false
