analysis_record_id,analysis_set,analysis_role,input_id,source_decision_id,source_pair,study_id,construct_1,construct_2,construct_pair,construct_pair_canonical,construct_pair_direction,r_value,r_numeric,r_abs,r_source,statistic_family,evidence_type,is_source_reported_or_direct,is_model_derived_or_converted,include_primary,include_expanded,include_sensitivity,sample_size,sample_size_numeric,country,education_level,user_role,ai_type,common_method_bias,theoretical_framework,significance,confidence,consensus_basis,conversion_rule,override_rule,source_location,source_artifact,source_locator,notes,freeze_tier,include_primary_model_ready,freeze_decision,substitution_scenario,substitution_action,substitution_source_task_unit_id,substitution_review_priority,substitution_model_id,substitution_original_r_numeric,substitution_r_numeric,substitution_delta,sample_size_original,sample_size_numeric_original,sample_size_reconciliation_status,sample_size_reconciliation_source,sample_size_reconciliation_rule,sample_size_reconciliation_note,masem_n_weighted_eligibility,sample_size_pdf_override_original_status,sample_size_pdf_override_value,sample_size_pdf_override_source,sample_size_pdf_override_status,sample_size_pdf_override_note
P1-PRIMARY-00011,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00043,R2R3-CORR-V2-00082,R2_R3,S218,ATT,PE,ATT-PE,ATT-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.7,0.7,0.7,direct,human_consensus_direct_r,direct,1,0,1,1,0,242,242.0,,,,,,,p<.001,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,"Table 1, p. 5",<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=83,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-00297,P1_source_or_human_disagreement_review,,0.700000,0.700000,0.000000,,,filled_from_pdf_source_check_study_level_n,S218.pdf participants section and Table 1 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports 242 doctoral students participating in the study; residual rows share the same TAM survey dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,242,S218.pdf participants section and Table 1 source context,applied_pdf_recovered_study_level_n,PDF reports 242 doctoral students participating in the study; residual rows share the same TAM survey dataset.
P1-PRIMARY-00012,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00044,R2R3-CORR-V2-00097,R2_R3,S218,BI,EE,BI-EE,BI-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.59,0.59,0.59,direct,human_consensus_direct_r,direct,1,0,1,1,0,242,242.0,,,,,,,p<.001,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,"Table 1, p. 5",<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=98,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-00312,P1_source_or_human_disagreement_review,,0.590000,0.590000,0.000000,,,filled_from_pdf_source_check_study_level_n,S218.pdf participants section and Table 1 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports 242 doctoral students participating in the study; residual rows share the same TAM survey dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,242,S218.pdf participants section and Table 1 source context,applied_pdf_recovered_study_level_n,PDF reports 242 doctoral students participating in the study; residual rows share the same TAM survey dataset.
P1-PRIMARY-00013,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00045,R2R3-CORR-V2-00099,R2_R3,S218,BI,PE,BI-PE,BI-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.63,0.63,0.63,direct,human_consensus_direct_r,direct,1,0,1,1,0,242,242.0,,,,,,,p<.001,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,"Table 1, p. 5",<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=100,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-00314,P1_source_or_human_disagreement_review,,0.630000,0.630000,0.000000,,,filled_from_pdf_source_check_study_level_n,S218.pdf participants section and Table 1 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports 242 doctoral students participating in the study; residual rows share the same TAM survey dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,242,S218.pdf participants section and Table 1 source context,applied_pdf_recovered_study_level_n,PDF reports 242 doctoral students participating in the study; residual rows share the same TAM survey dataset.
P1-PRIMARY-00014,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00046,R2R3-CORR-V2-00106,R2_R3,S218,EE,PE,EE-PE,EE-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.66,0.66,0.66,direct,human_consensus_direct_r,direct,1,0,1,1,0,242,242.0,,,,,,,p<.001,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,"Table 1, p. 5",<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=107,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-00321,P1_source_or_human_disagreement_review,,0.660000,0.660000,0.000000,,,filled_from_pdf_source_check_study_level_n,S218.pdf participants section and Table 1 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports 242 doctoral students participating in the study; residual rows share the same TAM survey dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,242,S218.pdf participants section and Table 1 source context,applied_pdf_recovered_study_level_n,PDF reports 242 doctoral students participating in the study; residual rows share the same TAM survey dataset.
P1-PRIMARY-00015,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00047,R2R3-CORR-V2-00133,R2_R3,S185,ANX,ATT,ANX-ATT,ANX-ATT,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.46,0.46,0.46,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,"Table 3, p.7",<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=134,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-00348,P1_source_or_human_disagreement_review,,0.460000,0.460000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00016,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00048,R2R3-CORR-V2-00136,R2_R3,S185,ANX,EE,ANX-EE,ANX-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.473,0.473,0.473,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.473,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=137,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00351,P0_expert_review_numeric_or_masem,,0.473000,0.473000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00017,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00049,R2R3-CORR-V2-00138,R2_R3,S185,ANX,PE,ANX-PE,ANX-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.435,0.435,0.435,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.435,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=139,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00353,P0_expert_review_numeric_or_masem,,0.435000,0.435000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00018,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00050,R2R3-CORR-V2-00140,R2_R3,S185,ANX,SI,ANX-SI,ANX-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.216,0.216,0.216,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.216,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=141,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00355,P0_expert_review_numeric_or_masem,,0.216000,0.216000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00019,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00051,R2R3-CORR-V2-00145,R2_R3,S185,ATT,BI,ATT-BI,ATT-BI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.453,0.453,0.453,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.453,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=146,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00360,P0_expert_review_numeric_or_masem,,0.453000,0.453000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00020,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00052,R2R3-CORR-V2-00146,R2_R3,S185,ATT,EE,ATT-EE,ATT-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.473,0.473,0.473,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.473,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=147,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00361,P0_expert_review_numeric_or_masem,,0.473000,0.473000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00021,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00053,R2R3-CORR-V2-00148,R2_R3,S185,ATT,PE,ATT-PE,ATT-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.504,0.504,0.504,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.504,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=149,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00363,P0_expert_review_numeric_or_masem,,0.504000,0.504000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00022,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00054,R2R3-CORR-V2-00150,R2_R3,S185,ATT,SI,ATT-SI,ATT-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.207,0.207,0.207,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.207,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=151,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00365,P0_expert_review_numeric_or_masem,,0.207000,0.207000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00023,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00055,R2R3-CORR-V2-00163,R2_R3,S185,BI,EE,BI-EE,BI-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.524,0.524,0.524,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.524,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=164,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00378,P0_expert_review_numeric_or_masem,,0.524000,0.524000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00024,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00056,R2R3-CORR-V2-00165,R2_R3,S185,BI,PE,BI-PE,BI-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.459,0.459,0.459,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.459,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=166,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00380,P0_expert_review_numeric_or_masem,,0.459000,0.459000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00025,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00057,R2R3-CORR-V2-00167,R2_R3,S185,BI,SI,BI-SI,BI-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.433,0.433,0.433,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.433,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=168,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00382,P0_expert_review_numeric_or_masem,,0.433000,0.433000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00026,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00058,R2R3-CORR-V2-00172,R2_R3,S185,EE,PE,EE-PE,EE-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.482,0.482,0.482,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.482,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=173,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00387,P0_expert_review_numeric_or_masem,,0.482000,0.482000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00027,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00059,R2R3-CORR-V2-00174,R2_R3,S185,EE,SI,EE-SI,EE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.279,0.279,0.279,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.279,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=175,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00389,P0_expert_review_numeric_or_masem,,0.279000,0.279000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00028,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00060,R2R3-CORR-V2-00185,R2_R3,S185,PE,SI,PE-SI,PE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.28,0.28,0.28,direct,human_consensus_direct_r,direct,1,0,1,1,0,298,298.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.28,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=186,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-00400,P0_expert_review_numeric_or_masem,,0.280000,0.280000,0.000000,,,filled_from_pdf_source_check_study_level_n,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.
P1-PRIMARY-00029,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00061,R2R3-CORR-V2-00229,R2_R3,S194,BI,EE,BI-EE,BI-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.44,0.44,0.44,direct,human_consensus_direct_r,direct,1,0,1,1,0,469,469.0,,,,,,,,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,"Table 3, p. 825",<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=230,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_trace_review,P2-TASK-00444,P1_source_or_human_disagreement_review,,0.440000,0.440000,0.000000,,,filled_from_pdf_source_check_study_level_n,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_source_checked_study_level_analytic_sample_n,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,include_n_weighted_masem,missing_n_excluded_from_n_weighted_masem,469,S194.pdf data collection/sample-size reporting and Table 3 source context,applied_pdf_recovered_study_level_n,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.
