run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05018,S098,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S098 | Task family: absence_or_blank_consensus | Field/construct pair: FC-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S098 | Task family: absence_or_blank_consensus | Field/construct pair: FC-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4804 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4804,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05107,S008,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4893 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4893,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05108,S008,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4894 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4894,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05109,S008,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4895 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4895,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05110,S008,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4896 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4896,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05111,S008,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4897 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4897,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05112,S008,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-BI | Human consensus value: source=direct; beta=0.067; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-BI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4898 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4898; Table 5,Value mismatch; Beta/path mismatch; Value / significance mismatch,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,R2 override applied from disagreement trace. ready_r_value_direct
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05113,S008,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-EE | Human consensus value: source=direct; beta=0.107; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4899 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4899; Table 5,Value mismatch; Beta/path mismatch; Value / significance mismatch,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,R2 override applied from disagreement trace. ready_r_value_direct
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05114,S008,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-FC | Human consensus value: source=direct; beta=0.139 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 5,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4900 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 5 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4900; Table 5,Value mismatch; Beta/path mismatch,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,R2 override applied from disagreement trace. ready_r_value_direct
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05115,S008,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-PE | Human consensus value: source=direct; beta=0.198; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4901 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4901; Table 5,Value mismatch; Beta/path mismatch; Value / significance mismatch,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,R2 override applied from disagreement trace. ready_r_value_direct
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05116,S008,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4902 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4902,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05117,S008,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-SI | Human consensus value: source=direct; beta=0.219; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5,Study: S008 | Task family: direct_r_effect_size_extraction | Field/construct pair: ATT-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4903 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4903; Table 5,Value mismatch; Beta/path mismatch; Value / significance mismatch,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,R2 override applied from disagreement trace. ready_r_value_direct
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05118,S008,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4904 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4904,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05119,S008,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4905 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4905,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:11:42Z,0,,P2-TASK-05120,S008,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S008 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4906 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4906,,high,False,,not_persisted_batch,locked,2026-06-06T13:11:42Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
