study_id,phase_block,pair,title,step4_application_progress_status,source_gap_category,next_action,evidence_basis
S134,phase2,Pair C,Learners' Acceptance of ChatGPT in School,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S136,phase2,Pair C,Factors Influencing the Reported Intention of Higher Vocational Computer Science,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S138,phase2,Pair C,Modeling Student Acceptance of AI Technologies in Higher Education: A Hybrid SEM,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S139,phase2,Pair C,Determinants of ChatGPT Adoption Intention in Higher Education: Expanding on TAM,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S140,phase2,Pair C,"Trust in Generative AI Tools: A Comparative Study of Higher Education Students,",full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S148,phase2,Pair C,Student acceptance of ChatGPT in higher education: A mixed-method study of attit,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S152,phase2,Pair C,Mapping Edifying Territories: A Cross-Sectional Study on the Dynamics Influencin,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S153,phase2,Pair C,Investigating student acceptance of an academic advising chatbot in higher educa,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S159,phase2,Pair C,"Integrating the adapted UTAUT model with moral obligation, trust and perceived r",full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S162,phase2,Pair C,Chat-GPT; validating Technology Acceptance Model (TAM) in education sector via u,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S172,phase2,Pair C,An exploratory study of artificial intelligence adoption in higher education,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S179,phase2,Pair C,Investigation of the moderation effect of gender and study level on the acceptan,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S182,phase2,Pair C,Factors Influencing University Students' Behavioural Intention to Use Generative,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S188,phase2,Pair C,New Challenges of Learning Accounting With Artificial Intelligence: The Role of,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S192,phase2,Pair C,"Utilization of, Perceptions on, and Intention to Use AI Chatbots Among Medical S",full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S195,phase2,Pair C,Impact and Perspectives of Generative Artificial Intelligence in Higher Educatio,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S199,phase2,Pair C,Determinants of Humanities and Social Sciences Students' Intentions to Use Artif,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S200,phase2,Pair C,Chatbot Technology Use and Acceptance Using Educational Personas,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S203,phase2,Pair C,Exploring the Key Factors Influencing College Students' Willingness to Use AI Co,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S205,phase2,Pair C,Factors Affecting the Adoption and Use of ChatGPT in Higher Education,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S216,phase2,Pair C,Understanding the Factors Influencing Higher Education Students' Intention to Ad,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S224,phase2,Pair C,"Adoption, use and enhancement of virtual learning during COVID-19",full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S002,phase2,Pair D,Determinants of Adopting 3D Technology Integrated With Artificial Intelligence i,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S004,phase2,Pair D,Unveiling the drivers of ChatGPT utilization in higher education sectors: the di,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S008,phase2,Pair D,Students' behavioural intention to use content generative AI for learning and re,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S021,phase2,Pair D,Generative AI in Action: Acceptance and Use Among Higher Education Staff Pre- an,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S022,phase2,Pair D,Instrumental and integrative motivations predict intention to use generative AI,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S024,phase2,Pair D,Understanding pre-service teachers' acceptance of generative artificial intellig,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S025,phase2,Pair D,What Factors Affect the Adoption Intention and Actual Use of ChatGPT in Higher E,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S027,phase2,Pair D,Factors influencing Chinese college students' intention to use AIGC: a study bas,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S031,phase2,Pair D,Association between Generative AI self-efficacy and Generative AI acceptance: Th,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S032,phase2,Pair D,A cross-national assessment of artificial intelligence (AI) Chatbot user percept,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S039,phase2,Pair D,Patients' Acceptance and Intentions on Using Artificial Intelligence in Dental D,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S056,phase2,Pair D,Examining the influence of individual-level cultural values on CFL learners’ acc,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S065,phase2,Pair D,Examining factors influencing university students' perceptions of AI technologie,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S068,phase2,Pair D,Physics instructors' acceptance and implementation of generative AI,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S077,phase2,Pair D,The Influence of Social Support Theory on AI Acceptance: Examining Educational S,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S078,phase2,Pair D,What Motivates Second Language Majors to Use Generative AI for Informal Learning,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S083,phase2,Pair D,College Students' Behavioural Intentions of AI-Assisted Language Learning: Based,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S085,phase2,Pair D,Understanding the Effect of Risk Perception on the Acceptance and Use of Large L,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S092,phase2,Pair D,"Chatting Heavily with ChatGPT: Investigating Usefulness, Privacy, Integrity, Eas",full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S094,phase2,Pair D,Using Generative AI in nursing education: Students' perceptions,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S096,phase2,Pair D,Insights into the relationship between anxiety and attitudes toward artificial i,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S098,phase2,Pair D,What is the influence of psychosocial factors on artificial intelligence appropr,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S099,phase2,Pair D,Artificial intelligence and communication technologies in academia: faculty perc,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
