study_id,phase_block,pair,title,year,doi,pdf,coder_a,coder_a_status,coder_b,coder_b_status,n_difference_rows,n_metadata_diff,n_one_coder_only,n_numeric_or_source_diff,n_coder_correlation_rows,in_correlation_review_queue,source_evidence_logged,scoped_frozen_target_rows,scoped_frozen_audit_status,phase2_source_check_status,gap_category,step4_status,recommended_next_action,evidence_basis,review_note
S096,phase2,Pair D,Insights into the relationship between anxiety and attitudes toward artificial i,2025,10.1186/s12912-025-03490-2,S096.pdf,R2,done,R3,done,8,6,0,2,4,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S098,phase2,Pair D,What is the influence of psychosocial factors on artificial intelligence appropr,2025,10.1186/s40359-024-02328-x,S098.pdf,R2,done,R3,done,11,6,3,2,9,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S099,phase2,Pair D,Artificial intelligence and communication technologies in academia: faculty perc,2025,10.1186/s41239-025-00511-7,S099.pdf,R2,done,R3,done,16,6,10,0,26,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S101,phase2,Pair D,Determining Factors Influencing Indonesian Higher Education Students' Intention,2025,10.12973/eu-jer.14.3.805,S101.pdf,R2,excluded,R3,excluded,9,9,0,0,0,yes,yes,0,,exclude_confirmed,source_checked_confirmed_exclusion_pending_full_freeze_application,source_checked_not_frozen_full_corpus,Carry confirmed exclusion into full-corpus reference audit/freeze package; verify no target rows are retained.,phase2_exclusion_source_check_20260525.md; phase2_source_check_candidates_20260525.csv,metadata differences; exclusion/source-check
S106,phase2,Pair D,Unleashing the determinants of adoption of ChatGPT in medical education: A stude,2025,10.18231/j.ijfcm.11419.1758619569,S106.pdf,R2,done,R3,done,7,7,0,0,12,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S107,phase2,Pair D,Integrating AI in Academia: A SEM Evaluation of Research Scholars’ Usage Intenti,2025,10.18870/hlrc.v15i2.1598,S107.pdf,R2,done,R3,done,5,5,0,0,8,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S114,phase2,Pair D,Predicting EFL Students’ Use of Artificial Intelligence Tool in Advancing Their,2025,10.28991/ESJ-2025-SIED1-018,S114.pdf,R2,done,R3,done,6,5,1,0,29,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S118,phase2,Pair D,Faculty acceptance and use of generative artificial intelligence in their practi,2025,10.3389/feduc.2025.1427450,S118.pdf,R2,excluded,R3,excluded,8,8,0,0,0,yes,yes,0,,exclude_confirmed,source_checked_confirmed_exclusion_pending_full_freeze_application,source_checked_not_frozen_full_corpus,Carry confirmed exclusion into full-corpus reference audit/freeze package; verify no target rows are retained.,phase2_exclusion_source_check_20260525.md; phase2_source_check_candidates_20260525.csv,metadata differences; exclusion/source-check
S121,phase2,Pair D,Motivational and appraisal factors shaping generative AI use and intention in Au,2025,10.3389/feduc.2025.1677827,S121.pdf,R2,done,R3,review_source,32,11,21,0,21,yes,yes,56,included_source_corrected_row_set,include_candidate,scoped_phase2_frozen,frozen_scoped_package,"No action for scoped package; include in any full freeze as already frozen/audited, while preserving scope note.",reference_standard_freeze_log_20260608.md; paper_b_phase2_source_adjudicated_reference_frozen_20260608.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv,metadata differences; one-coder-only correlation values; source review
S123,phase2,Pair D,Balancing generative AI integration and faculty well-being: evidence from Chines,2025,10.3389/feduc.2025.1688902,S123.pdf,R2,done,R3,done,5,5,0,0,6,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S124,phase2,Pair D,Exploring pre-service music teachers' acceptance of generative artificial intell,2025,10.3389/fpsyg.2025.1571279,S124.pdf,R2,done,R3,done,6,6,0,0,12,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S131,phase2,Pair D,Generative AI as a Cognitive Co-Pilot in English Language Learning in Higher Edu,2025,10.3390/educsci15060686,S131.pdf,R2,done,R3,done,14,6,8,0,8,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S133,phase2,Pair D,Habit Predicting Higher Education EFL Students' Intention and Use of AI: A Nexus,2025,10.3390/educsci15060756,S133.pdf,R2,done,R3,done,6,6,0,0,30,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S135,phase2,Pair D,Exploring Generation Z's Acceptance of Artificial Intelligence in Higher Educati,2025,10.3390/educsci15081044,S135.pdf,R2,done,R3,done,9,7,2,0,20,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S137,phase2,Pair D,Responses to the AI Revolution in Hospitality and Tourism Higher Education: The,2025,10.3390/ejihpe15030035,S137.pdf,R2,done,R3,done,7,5,2,0,30,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S143,phase2,Pair D,Sustainable AI Solutions for Empowering Visually Impaired Students: The Role of,2025,10.3390/su17125609,S143.pdf,R2,done,R3,done,12,7,0,5,20,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S149,phase2,Pair D,Measuring Graduate Students' Use of ChatGPT in Academic Writing Based on the Tec,2025,10.4018/IJWLTT.392931,S149.pdf,R2,done,R3,done,4,4,0,0,10,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S150,phase2,Pair D,The Use of Artificial Intelligence in Accounting Classes: Behavioral Insights fr,2025,10.47738/jads.v6i3.781,S150.pdf,R2,done,R3,done,10,7,2,1,10,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S155,phase2,Pair D,Gen-AI integration in higher education: Predicting intentions using SEM-ANN appr,2024,10.1007/s10639-024-12506-4,S155.pdf,R2,done,R3,done,7,7,0,0,12,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S157,phase2,Pair D,Examining the moderating effect of motivation on technology acceptance of genera,2024,10.1007/s10639-024-12763-3,S157.pdf,R2,done,R3,done,20,6,13,1,43,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S158,phase2,Pair D,Students' Acceptance of ChatGPT in Higher Education: An Extended Unified Theory,2024,10.1007/s10755-023-09686-1,S158.pdf,R2,done,R3,done,6,6,0,0,12,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S161,phase2,Pair D,Do in-service teachers accept artificial intelligence-driven technology? The med,2024,10.1016/j.caeo.2024.100191,S161.pdf,R2,done,R3,done,11,6,3,2,17,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S165,phase2,Pair D,Impact of AI chatbots on EFL learners' technology adoption,2024,10.1075/is.24019.hua,S165.pdf,R2,done,R3,done,5,5,0,0,30,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S171,phase2,Pair D,Investigating the adoption of AI in higher education: a study of public universi,2024,10.1080/2331186X.2024.2380175,S171.pdf,R2,done,R3,done,12,7,1,4,29,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S173,phase2,Pair D,Economics students' behavioural intention and usage of ChatGPT in higher educati,2024,10.1080/23311886.2023.2300177,S173.pdf,R2,done,R3,done,10,5,0,5,42,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S175,phase2,Pair D,Second language writing anxiety and ChatGPT adoption as an automated writing eva,2024,10.1108/JARHE-06-2024-0260,S175.pdf,R2,done,R3,done,4,4,0,0,8,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S181,phase2,Pair D,University Learners' Readiness for ChatGPT-Assisted English Learning: Scale Deve,2024,10.1111/ejed.12886,S181.pdf,R2,done,R3,done,12,6,0,6,12,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S183,phase2,Pair D,Factors Shaping the Adoption of AI Tools among Gen Z: An Extended UTAUT2 Model I,2024,10.1177/02704676241283362,S183.pdf,R2,done,R3,done,19,5,5,9,25,yes,yes,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S197,phase2,Pair D,Modeling Teachers' Acceptance of Generative Artificial Intelligence Use in Highe,2024,10.3390/educsci14111209,S197.pdf,R2,done,R3,done,17,7,10,0,12,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values
S202,phase2,Pair D,The Use of AI-Driven Automation to Enhance Student Learning Experiences in the K,2024,10.3390/su16145970,S202.pdf,R2,review_source,R3,review_source,7,7,0,0,0,yes,yes,0,excluded_study_target_boundary,include_candidate,scoped_phase2_frozen,frozen_scoped_package,"No action for scoped package; include in any full freeze as already frozen/audited, while preserving scope note.",reference_standard_freeze_log_20260608.md; paper_b_phase2_source_adjudicated_reference_frozen_20260608.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv,metadata differences; source review
S204,phase2,Pair D,Understanding Chinese University EFL Learners' Perceptions of AI in English Writ,2024,10.4018/IJCALLT.358918,S204.pdf,R2,done,R3,done,12,6,4,2,14,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
S206,phase2,Pair D,Examining generative artificial intelligence adoption in academia: a UTAUT persp,2024,10.48009/3_iis_2024_119,S206.pdf,R2,excluded,R3,excluded,9,9,0,0,0,yes,yes,0,duplicate_of_S195,exclude_confirmed,scoped_phase2_frozen,frozen_scoped_package,"No action for scoped package; include in any full freeze as already frozen/audited, while preserving scope note.",reference_standard_freeze_log_20260608.md; paper_b_phase2_source_adjudicated_reference_frozen_20260608.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv,metadata differences; exclusion/source-check
S207,phase2,Pair D,Antecedents of adoption and usage of ChatGPT among Jordanian university students,2024,10.5267/j.ijdns.2023.11.024,S207.pdf,R2,done,R3,done,12,6,0,6,12,yes,yes,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S209,phase2,Pair D,Factors affecting ChatGPT use in education employing TAM: A Jordanian universiti,2024,10.5267/j.ijdns.2024.3.007,S209.pdf,R2,done,R3,done,4,4,0,0,12,no,no,0,,,metadata_only_or_no_correlation_gap_pending_lightweight_audit,not_frozen_lightweight_audit_pending,Run lightweight metadata/status audit and confirm no target-row adjudication is needed before full freeze.,combined_study_review_queue_20260525.csv,metadata differences
S210,phase2,Pair D,Artificial Intelligence Powered Pedagogy: Unveiling Higher Educators' Acceptance,2024,10.53761/s1pkk784,S210.pdf,R2,done,R3,done,10,7,0,3,12,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; numeric/source correlation differences
S221,phase2,Pair D,Use of ChatGPT at University as a Tool for Complex Thinking: Students' Perceived,2023,10.7821/naer.2023.7.1458,S221.pdf,R2,done,R3,done,10,6,2,2,30,yes,no,0,,,correlation_disagreement_pending_adjudication,pre_adjudication_disagreement_not_frozen,Triage one-coder-only and numeric/source correlation differences; source-check high-impact rows before freeze.,combined_correlation_review_queue_20260525.csv,metadata differences; one-coder-only correlation values; numeric/source correlation differences
