study_id,phase_block,pair,title,application_terminal_status,n_application_rows,row_application_source,status_source,freeze_authorization_status,qa_status,caveat_status,next_action,evidence_basis,notes
S137,phase2,Pair D,Responses to the AI Revolution in Hospitality and Tourism Higher Education: The,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S138,phase2,Pair C,Modeling Student Acceptance of AI Technologies in Higher Education: A Hybrid SEM,included_reference_application_draft,28,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 28 of 28 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S139,phase2,Pair C,Determinants of ChatGPT Adoption Intention in Higher Education: Expanding on TAM,included_reference_application_draft,6,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S140,phase2,Pair C,"Trust in Generative AI Tools: A Comparative Study of Higher Education Students,",included_reference_application_draft,1,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 1 of 1 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S141,phase1,Pair B,Artificial Intelligence Adoption Amongst Digitally Proficient Trainee Teachers:,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S142,phase1,Pair B,Exploring the Determinants of the Sustainable Use of Artificial Intelligence in,included_reference_application_draft,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S143,phase2,Pair D,Sustainable AI Solutions for Empowering Visually Impaired Students: The Role of,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S144,phase1,Pair B,Research Article A detailed examination of faculty acceptance of artificial inte,excluded_or_no_target_status_application_draft,0,,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_status_only,excluded_or_no_target_status_caveat,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=excluded_from_masem_correlation_contribution_status_draft; final_freeze_handling=Carry E-FT1/no-target status draft into final full-corpus freeze application/QA; verify no target rows are retained; keep Step 5 inactive.; notes=Coder notes and lightweight PDF check indicate descriptive statistics and non-parametric group comparisons only; no inter-construct target matrix.; exclusion_code=E-FT1; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S146,phase1,Pair B,The Role of Learning Motivation Factors in Deepseek Generative AI Adoption among,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S148,phase2,Pair C,Student acceptance of ChatGPT in higher education: A mixed-method study of attit,included_reference_application_draft,5,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S149,phase2,Pair D,Measuring Graduate Students' Use of ChatGPT in Academic Writing Based on the Tec,included_reference_application_draft,5,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 5 of 5 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S150,phase2,Pair D,The Use of Artificial Intelligence in Accounting Classes: Behavioral Insights fr,included_reference_application_draft,4,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S151,phase1,Pair A,Perceived Ease of Use and Usefulness in AI-Generated Content Adoption: Gender as,included_reference_application_draft,10,partial_phase1_application_completion_rows; source_checked_or_logged_reference_draft_rows,phase1_high_confidence_reference_draft_status_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,partial_phase1_completion_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,draft_status=included_partial_row_draft; decision_summary=Use source-reported FC-UB=.558; preserve three-decimal precision.; notes=Partial value decision only; UB wording flag retained. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S152,phase2,Pair C,Mapping Edifying Territories: A Cross-Sectional Study on the Dynamics Influencin,included_reference_application_draft,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S153,phase2,Pair C,Investigating student acceptance of an academic advising chatbot in higher educa,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S154,phase1,Pair B,Factors influencing students' intention to adopt and use ChatGPT in higher educa,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S155,phase2,Pair D,Gen-AI integration in higher education: Predicting intentions using SEM-ANN appr,included_reference_application_draft,6,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S156,phase1,Pair A,Investigating AI-based academic support acceptance and its impact on students' p,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S157,phase2,Pair D,Examining the moderating effect of motivation on technology acceptance of genera,included_reference_application_draft,28,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S158,phase2,Pair D,Students' Acceptance of ChatGPT in Higher Education: An Extended Unified Theory,included_reference_application_draft,6,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S159,phase2,Pair C,"Integrating the adapted UTAUT model with moral obligation, trust and perceived r",included_reference_application_draft,10,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S160,phase1,Pair B,"Exploring the paradoxical use of ChatGPT in education: Analyzing benefits, risks",included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S161,phase2,Pair D,Do in-service teachers accept artificial intelligence-driven technology? The med,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S162,phase2,Pair C,Chat-GPT; validating Technology Acceptance Model (TAM) in education sector via u,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S163,phase1,Pair B,Extended TAM based acceptance of AI-Powered ChatGPT for supporting metacognitive,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S164,phase1,Pair A,ChatGPT acceptance and use through UTAUT and TPB: A big survey in five Indonesia,included_reference_application_draft,21,partial_phase1_application_completion_rows; source_checked_or_logged_reference_draft_rows,phase1_high_confidence_reference_draft_status_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,partial_phase1_completion_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,"draft_status=included_partial_row_draft; decision_summary=Use EE-SI=-0.024, FC-PE=0.716, and PE-UB=0.632.; notes=Partial value decision only. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded."
S165,phase2,Pair D,Impact of AI chatbots on EFL learners' technology adoption,included_reference_application_draft,15,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S166,phase1,Pair A,Understanding University Students' Acceptance of ChatGPT: Insights from the UTAU,included_reference_application_draft,5,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,path_or_beta_conversion_caveat; htmt_exclusion_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S167,phase1,Pair B,Factors Influencing Learner Attitudes Towards ChatGPT-Assisted Language Learning,included_reference_application_draft,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S168,phase1,Pair A,To use or not to use ChatGPT in higher education? A study of students' acceptanc,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,path_or_beta_conversion_caveat; htmt_exclusion_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S169,phase1,Pair A,Revolutionizing education: Artificial intelligence empowered learning in higher,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S170,phase1,Pair B,Exploring pre-service biology teachers' intention to teach genetics using an AI,included_reference_application_draft,5,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S171,phase2,Pair D,Investigating the adoption of AI in higher education: a study of public universi,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S172,phase2,Pair C,An exploratory study of artificial intelligence adoption in higher education,included_reference_application_draft,6,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S173,phase2,Pair D,Economics students' behavioural intention and usage of ChatGPT in higher educati,included_reference_application_draft,21,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S174,phase1,Pair B,Students' adoption of AI-based teacher-bots (T-bots) for learning in higher educ,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S175,phase2,Pair D,Second language writing anxiety and ChatGPT adoption as an automated writing eva,included_reference_application_draft,4,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 4 of 4 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S176,phase1,Pair B,Examining ChatGPT adoption among educators in higher educational institutions us,included_reference_application_draft,28,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S177,phase1,Pair A,Integrating Tam and UGT to explore students’ motivation for using ChatGPT for le,included_reference_application_draft,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S178,phase1,Pair A,College Teachers' Behavioral Intention to Adopt Artificial Intelligence-Assisted,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S179,phase2,Pair C,Investigation of the moderation effect of gender and study level on the acceptan,included_reference_application_draft,5,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S180,phase1,Pair A,Using explainable AI to unravel classroom dialogue analysis: Effects of explanat,excluded_or_no_target_status_application_draft,0,,phase1_high_confidence_reference_draft_status_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,path_or_beta_conversion_caveat,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,draft_status=excluded_study_status_draft; decision_summary=Exclude: no usable target construct-pair r or beta matrix.; notes=Logged exclusion only; no target rows.; exclusion_code=E-FT1. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S181,phase2,Pair D,University Learners' Readiness for ChatGPT-Assisted English Learning: Scale Deve,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
