ai_trace_status,candidate_status,recommended_human_action,review_priority,study_id,pair,construct_1,construct_2,human_coded_value_to_check,sample_size_numeric,source_file,source_location,source_location_terms_found,construct_1_terms_found,construct_2_terms_found,table_terms_found,base_study_id_used_for_source_text,source_packet_exists,source_packet_file,exact_value_found_in_source_packet_text,broad_value_found_in_source_packet_text,pdf_exists,pdf_matched_stem,pdf_text_status,exact_value_found_in_pdf_text,broad_value_found_in_pdf_text,pdf_path_local_only,paper_b_boundary
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,ATT-BI,ATT,BI,0.784,242.0,latest_human_R4_CORRELATIONS,Table1,,attitude;attitude toward;attitudes,behavioral intention;behavioural intention;intention to use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,ATT-EE,ATT,EE,0.688,242.0,latest_human_R4_CORRELATIONS,Table1,,attitude;attitude toward;attitudes,ease of use;easy to use;perceived ease of use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,ATT-PE,ATT,PE,0.701,242.0,latest_human_R4_CORRELATIONS,Table1,,attitude;attitude toward;attitudes,perceived usefulness;useful;usefulness,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,BI-EE,BI,EE,0.59,242.0,latest_human_R4_CORRELATIONS,"Table 1, p.5",Table 1,behavioral intention;behavioural intention;intention to use,ease of use;easy to use;perceived ease of use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,BI-PE,BI,PE,0.632,242.0,latest_human_R4_CORRELATIONS,Table1,,behavioral intention;behavioural intention;intention to use,perceived usefulness;useful;usefulness,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,EE-PE,EE,PE,0.66,242.0,latest_human_R4_CORRELATIONS,"Table 1, p.5",Table 1,ease of use;easy to use;perceived ease of use,perceived usefulness;useful;usefulness,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S218,PE-UB,PE,UB,0.032,242.0,latest_human_R4_CORRELATIONS,,,perceived usefulness;useful;usefulness,usage behaviour;use,correlation;matrix;table,S218,false,,false,false,true,S218,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ANX-ATT,ANX,ATT,0.46,298.0,latest_human_R4_CORRELATIONS,"Table 3, p.7",Table 3,anxiety;apprehension,ATT;attitude;attitude toward;attitudes,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ANX-BI,ANX,BI,0.47,298.0,latest_human_R4_CORRELATIONS,"Table 3, p.7",Table 3,anxiety;apprehension,BI;behavioral intention;intention to use;usage intention,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ANX-EE,ANX,EE,0.47,298.0,latest_human_R4_CORRELATIONS,"Table 3, p.7",Table 3,anxiety;apprehension,ease of use;easy to use;perceived ease of use,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ANX-FC,ANX,FC,0.218,298.0,latest_human_R4_CORRELATIONS,,,anxiety;apprehension,facilitating;resources;support,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p1_review_value_not_found_in_any_text,S185,ANX-PE,ANX,PE,0.44,298.0,latest_human_R4_CORRELATIONS,"Table 3, p.7",Table 3,anxiety;apprehension,PE;PU;perceived usefulness;useful;usefulness,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ANX-SI,ANX,SI,0.216,298.0,latest_human_R4_CORRELATIONS,,,anxiety;apprehension,social influence;subjective norm,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-BI,ATT,BI,0.453,298.0,latest_human_R4_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,BI;behavioral intention;intention to use;usage intention,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-EE,ATT,EE,0.473,298.0,latest_human_R4_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,ease of use;easy to use;perceived ease of use,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-FC,ATT,FC,0.162,298.0,latest_human_R4_CORRELATIONS,,,ATT;attitude;attitude toward;attitudes,facilitating;resources;support,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-PE,ATT,PE,0.504,298.0,latest_human_R4_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,PE;PU;perceived usefulness;useful;usefulness,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,ATT-SI,ATT,SI,0.207,298.0,latest_human_R4_CORRELATIONS,Table3,,ATT;attitude;attitude toward;attitudes,social influence;subjective norm,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,BI-EE,BI,EE,0.524,298.0,latest_human_R4_CORRELATIONS,Table3,,BI;behavioral intention;intention to use;usage intention,ease of use;easy to use;perceived ease of use,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,BI-FC,BI,FC,0.419,298.0,latest_human_R4_CORRELATIONS,,,BI;behavioral intention;intention to use;usage intention,facilitating;resources;support,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,BI-PE,BI,PE,0.459,298.0,latest_human_R4_CORRELATIONS,Table3,,BI;behavioral intention;intention to use;usage intention,PE;PU;perceived usefulness;useful;usefulness,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,BI-SI,BI,SI,0.433,298.0,latest_human_R4_CORRELATIONS,,,BI;behavioral intention;intention to use;usage intention,social influence;subjective norm,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,EE-FC,EE,FC,0.156,298.0,latest_human_R4_CORRELATIONS,,,ease of use;easy to use;perceived ease of use,facilitating;resources;support,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,EE-PE,EE,PE,0.482,298.0,latest_human_R4_CORRELATIONS,Table3,,ease of use;easy to use;perceived ease of use,PE;PU;perceived usefulness;useful;usefulness,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,EE-SI,EE,SI,0.279,298.0,latest_human_R4_CORRELATIONS,Table3,,ease of use;easy to use;perceived ease of use,social influence;subjective norm,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,FC-PE,FC,PE,0.173,298.0,latest_human_R4_CORRELATIONS,,,facilitating;resources;support,PE;PU;perceived usefulness;useful;usefulness,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,FC-SI,FC,SI,0.164,298.0,latest_human_R4_CORRELATIONS,,,facilitating;resources;support,social influence;subjective norm,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S185,PE-SI,PE,SI,0.28,298.0,latest_human_R4_CORRELATIONS,Table3,,PE;PU;perceived usefulness;useful;usefulness,social influence;subjective norm,correlation;fornell;larcker;table,S185,false,,false,false,true,S185,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,BI-EE,BI,EE,0.44,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,BI;behavioral intention;behavioural intention;intention to use,EE;PEOU;ease of use;easy to use;effort expectancy;perceived ease of use,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,BI-FC,BI,FC,0.49,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,BI;behavioral intention;behavioural intention;intention to use,FC;facilitating;facilitating condition;facilitating conditions;resources;support,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,BI-PE,BI,PE,-0.08,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,BI;behavioral intention;behavioural intention;intention to use,PE;PU;perceived usefulness;performance expectancy;useful;usefulness,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,BI-SI,BI,SI,0.62,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,BI;behavioral intention;behavioural intention;intention to use,SI;social influence,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,BI-UB,BI,UB,0.64,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,BI;behavioral intention;behavioural intention;intention to use,UB;actual use;usage behavior;use;use behavior,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,EE-FC,EE,FC,0.55,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,EE;PEOU;ease of use;easy to use;effort expectancy;perceived ease of use,FC;facilitating;facilitating condition;facilitating conditions;resources;support,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,EE-PE,EE,PE,-0.1,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,EE;PEOU;ease of use;easy to use;effort expectancy;perceived ease of use,PE;PU;perceived usefulness;performance expectancy;useful;usefulness,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,EE-SI,EE,SI,0.52,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,EE;PEOU;ease of use;easy to use;effort expectancy;perceived ease of use,SI;social influence,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,EE-UB,EE,UB,0.49,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,EE;PEOU;ease of use;easy to use;effort expectancy;perceived ease of use,UB;actual use;usage behavior;use;use behavior,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,FC-PE,FC,PE,-0.12,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,FC;facilitating;facilitating condition;facilitating conditions;resources;support,PE;PU;perceived usefulness;performance expectancy;useful;usefulness,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,FC-SI,FC,SI,0.59,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,FC;facilitating;facilitating condition;facilitating conditions;resources;support,SI;social influence,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,FC-UB,FC,UB,0.52,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,FC;facilitating;facilitating condition;facilitating conditions;resources;support,UB;actual use;usage behavior;use;use behavior,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,PE-SI,PE,SI,-0.12,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,PE;PU;perceived usefulness;performance expectancy;useful;usefulness,SI;social influence,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,PE-UB,PE,UB,-0.05,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,PE;PU;perceived usefulness;performance expectancy;useful;usefulness,UB;actual use;usage behavior;use;use behavior,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S194,SI-UB,SI,UB,0.56,469.0,latest_human_R4_CORRELATIONS,"Table 3, p.825",Table 3,SI;social influence,UB;actual use;usage behavior;use;use behavior,correlation;fornell;larcker;latent;table,S194,false,,false,false,true,S194,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf,candidate_only_not_analytic_input_until_human_confirmed
ai_trace_auto_value_visible_exact,ai_candidate_only_existing_human_value_under_review,human_confirm_source_table_before_any_use,p2_source_or_pdf_presence_gap,S208,BI-EE,BI,EE,0.434,526.0,latest_human_R4_CORRELATIONS,Table2,,behavioural intention;usage intention,EE;ease of use;effort expectancy,correlation;correlations;fornell;larcker;latent;matrix;table,S208,false,,false,false,true,S208,ok,true,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf,candidate_only_not_analytic_input_until_human_confirmed
