task_unit_id,study_id,denominator_family,source_condition,field_key,construct_pair,expected_answer_type,available_model_count,available_models,model_coverage_status,answer_state_count,cross_model_behavior_disagreement,correct_models,incorrect_models,abstaining_models,primary_score_status,primary_is_correct,primary_answer_state,review_priority,triage_signals
P2-TASK-08556,S133,human_disagreement_trace,human_disagreement_trace,,BI-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08557,S133,human_disagreement_trace,human_disagreement_trace,,BI-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08558,S133,human_disagreement_trace,human_disagreement_trace,,EE-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08559,S133,human_disagreement_trace,human_disagreement_trace,,EE-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08560,S133,human_disagreement_trace,human_disagreement_trace,,EE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08561,S133,human_disagreement_trace,human_disagreement_trace,,EE-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08562,S133,human_disagreement_trace,human_disagreement_trace,,FC-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08563,S133,human_disagreement_trace,human_disagreement_trace,,FC-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08564,S133,human_disagreement_trace,human_disagreement_trace,,FC-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08565,S133,human_disagreement_trace,human_disagreement_trace,,PE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08566,S133,human_disagreement_trace,human_disagreement_trace,,PE-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08567,S133,human_disagreement_trace,human_disagreement_trace,,SI-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08568,S135,human_disagreement_trace,human_disagreement_trace,,ATT-BI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08569,S135,human_disagreement_trace,human_disagreement_trace,,ATT-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08570,S135,human_disagreement_trace,human_disagreement_trace,,ATT-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08571,S135,human_disagreement_trace,human_disagreement_trace,,ATT-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08572,S135,human_disagreement_trace,human_disagreement_trace,,BI-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08573,S135,human_disagreement_trace,human_disagreement_trace,,BI-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08574,S135,human_disagreement_trace,human_disagreement_trace,,BI-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08575,S135,human_disagreement_trace,human_disagreement_trace,,EE-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08576,S135,human_disagreement_trace,human_disagreement_trace,,EE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08577,S135,human_disagreement_trace,human_disagreement_trace,,PE-SE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08578,S135,human_disagreement_trace,human_disagreement_trace,,PE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r3 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08579,S137,human_disagreement_trace,human_disagreement_trace,,BI-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08580,S137,human_disagreement_trace,human_disagreement_trace,,BI-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08581,S137,human_disagreement_trace,human_disagreement_trace,,BI-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08582,S137,human_disagreement_trace,human_disagreement_trace,,BI-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08583,S137,human_disagreement_trace,human_disagreement_trace,,BI-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08584,S137,human_disagreement_trace,human_disagreement_trace,,EE-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08585,S137,human_disagreement_trace,human_disagreement_trace,,EE-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08586,S137,human_disagreement_trace,human_disagreement_trace,,EE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08587,S137,human_disagreement_trace,human_disagreement_trace,,EE-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08588,S137,human_disagreement_trace,human_disagreement_trace,,FC-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08589,S137,human_disagreement_trace,human_disagreement_trace,,FC-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08590,S137,human_disagreement_trace,human_disagreement_trace,,FC-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r3 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08591,S137,human_disagreement_trace,human_disagreement_trace,,PE-SE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08592,S137,human_disagreement_trace,human_disagreement_trace,,PE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08593,S137,human_disagreement_trace,human_disagreement_trace,,PE-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08594,S137,human_disagreement_trace,human_disagreement_trace,,SI-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08595,S143,human_disagreement_trace,human_disagreement_trace,,BI-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08596,S143,human_disagreement_trace,human_disagreement_trace,,BI-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08597,S143,human_disagreement_trace,human_disagreement_trace,,BI-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08598,S143,human_disagreement_trace,human_disagreement_trace,,BI-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08599,S143,human_disagreement_trace,human_disagreement_trace,,EE-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08600,S143,human_disagreement_trace,human_disagreement_trace,,EE-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08601,S143,human_disagreement_trace,human_disagreement_trace,,EE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08602,S143,human_disagreement_trace,human_disagreement_trace,,FC-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08603,S143,human_disagreement_trace,human_disagreement_trace,,FC-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08604,S143,human_disagreement_trace,human_disagreement_trace,,PE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08605,S149,human_disagreement_trace,human_disagreement_trace,,ATT-BI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08606,S149,human_disagreement_trace,human_disagreement_trace,,ATT-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08607,S149,human_disagreement_trace,human_disagreement_trace,,ATT-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08608,S149,human_disagreement_trace,human_disagreement_trace,,BI-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08609,S149,human_disagreement_trace,human_disagreement_trace,,EE-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08610,S150,human_disagreement_trace,human_disagreement_trace,,BI-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08611,S150,human_disagreement_trace,human_disagreement_trace,,BI-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08612,S150,human_disagreement_trace,human_disagreement_trace,,BI-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08613,S150,human_disagreement_trace,human_disagreement_trace,,BI-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08614,S150,human_disagreement_trace,human_disagreement_trace,,FC-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r3 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08615,S150,human_disagreement_trace,human_disagreement_trace,,SI-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r3 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08616,S155,human_disagreement_trace,human_disagreement_trace,,BI-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
