review_priority,study_id,pair,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location_present,source_packet_exists,value_found_in_source_packet_text,pdf_exists,pdf_text_status,value_found_in_pdf_text,pdf_path_local_only
p1_review_value_not_found_in_any_text,S121-2,EE-PE,EE,PE,0.57,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,EE-SI,EE,SI,0.45,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,EE-TRU,EE,TRU,0.19,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,EE-UB,EE,UB,0.44,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,FC-PE,FC,PE,0.47,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,FC-SI,FC,SI,0.44,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,FC-TRU,FC,TRU,0.13,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,FC-UB,FC,UB,0.34,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,PE-SI,PE,SI,0.59,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,PE-TRU,PE,TRU,0.31,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,PE-UB,PE,UB,0.35,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,SI-TRU,SI,TRU,0.16,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,SI-UB,SI,UB,0.21,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S121-2,TRU-UB,TRU,UB,0.31,,latest_human_R3_CORRELATIONS,false,false,false,false,missing_pdf,false,
p1_review_value_not_found_in_any_text,S077,ATT-EE,ATT,EE,0.62,308.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,ATT-PE,ATT,PE,0.75,308.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,ATT-SI,ATT,SI,0.6,308.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,BI-EE,BI,EE,0.62,308.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,BI-PE,BI,PE,0.63,308.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p1_review_value_not_found_in_any_text,S077,BI-SI,BI,SI,0.63,308.0,latest_human_R3_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S077.pdf
p2_source_or_pdf_presence_gap,S218,ATT-BI,ATT,BI,0.784,242.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S218,ATT-EE,ATT,EE,0.688,242.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S218,ATT-PE,ATT,PE,0.701,242.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S218,BI-EE,BI,EE,0.59,242.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S218,BI-PE,BI,PE,0.632,242.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S218,EE-PE,EE,PE,0.66,242.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S218,PE-UB,PE,UB,0.032,242.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S218.pdf
p2_source_or_pdf_presence_gap,S185,ANX-ATT,ANX,ATT,0.46,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ANX-BI,ANX,BI,0.47,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ANX-EE,ANX,EE,0.47,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ANX-FC,ANX,FC,0.218,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p1_review_value_not_found_in_any_text,S185,ANX-PE,ANX,PE,0.44,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ANX-SI,ANX,SI,0.216,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ATT-BI,ATT,BI,0.453,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ATT-EE,ATT,EE,0.473,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ATT-FC,ATT,FC,0.162,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ATT-PE,ATT,PE,0.504,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,ATT-SI,ATT,SI,0.207,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,BI-EE,BI,EE,0.524,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,BI-FC,BI,FC,0.419,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,BI-PE,BI,PE,0.459,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,BI-SI,BI,SI,0.433,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,EE-FC,EE,FC,0.156,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,EE-PE,EE,PE,0.482,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,EE-SI,EE,SI,0.279,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,FC-PE,FC,PE,0.173,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,FC-SI,FC,SI,0.164,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S185,PE-SI,PE,SI,0.28,298.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S185.pdf
p2_source_or_pdf_presence_gap,S194,BI-EE,BI,EE,0.44,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,BI-FC,BI,FC,0.49,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,BI-PE,BI,PE,-0.08,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,BI-SI,BI,SI,0.62,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,BI-UB,BI,UB,0.64,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,EE-FC,EE,FC,0.55,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,EE-PE,EE,PE,-0.1,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,EE-SI,EE,SI,0.52,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,EE-UB,EE,UB,0.49,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,FC-PE,FC,PE,-0.12,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,FC-SI,FC,SI,0.59,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,FC-UB,FC,UB,0.52,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,PE-SI,PE,SI,-0.12,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,PE-UB,PE,UB,-0.05,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S194,SI-UB,SI,UB,0.56,469.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S194.pdf
p2_source_or_pdf_presence_gap,S208,BI-EE,BI,EE,0.434,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,BI-PE,BI,PE,0.241,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,BI-SI,BI,SI,0.462,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,BI-TRU,BI,TRU,0.524,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,EE-PE,EE,PE,0.402,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,EE-SI,EE,SI,0.362,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,EE-TRU,EE,TRU,0.395,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,PE-SI,PE,SI,0.296,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,PE-TRU,PE,TRU,0.295,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S208,SI-TRU,SI,TRU,0.241,526.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S208.pdf
p2_source_or_pdf_presence_gap,S028,ATT-BI,ATT,BI,0.877,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,ATT-EE,ATT,EE,0.63,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,ATT-PE,ATT,PE,0.809,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,ATT-SE,ATT,SE,0.721,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,BI-EE,BI,EE,0.627,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,BI-PE,BI,PE,0.823,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,BI-SE,BI,SE,0.685,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,EE-PE,EE,PE,0.667,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,EE-SE,EE,SE,0.792,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S028,PE-SE,PE,SE,0.744,508.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S028.pdf
p2_source_or_pdf_presence_gap,S145,BI-EE,BI,EE,0.201,374.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,BI-UB,BI,UB,0.338,374.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S145,EE-UB,EE,UB,0.204,374.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S145.pdf
p2_source_or_pdf_presence_gap,S110,BI-EE,BI,EE,0.623,353.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
p2_source_or_pdf_presence_gap,S110,BI-PE,BI,PE,0.681,353.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
p2_source_or_pdf_presence_gap,S110,BI-SI,BI,SI,0.52,353.0,latest_human_R4_CORRELATIONS,false,false,false,true,ok,true,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S110.pdf
p1_review_value_not_found_in_any_text,S072,ANX-BI,ANX,BI,-0.623,500.0,latest_human_R4_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S072.pdf
p1_review_value_not_found_in_any_text,S072,ANX-EE,ANX,EE,-0.592,500.0,latest_human_R4_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S072.pdf
p1_review_value_not_found_in_any_text,S072,ANX-FC,ANX,FC,-0.568,500.0,latest_human_R4_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S072.pdf
p1_review_value_not_found_in_any_text,S072,ANX-PE,ANX,PE,-0.522,500.0,latest_human_R4_CORRELATIONS,false,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S072.pdf
