record_id,title,abstract,year,search_source,screen_decision_codex,screen_decision_gemini,screen_confidence_codex,screen_confidence_gemini,exclude_code_codex,exclude_code_gemini,rationale_codex,rationale_gemini,screen_consensus,oauth_auth_method_codex,oauth_auth_method_gemini,human1_decision,human2_decision,adjudicated_final_decision,exclude_code,decision_rationale,adjudicator_id,screening_tier,codex_retry2_model,consensus_note,review_priority,review_type
REC_07700,Determinants of Using AI-Based Chatbots for Knowledge Sharing: Evidence From PLS-SEM and Fuzzy Sets (fsQCA),"While adopting chatbots powered by artificial intelligence could enhance knowledge sharing, it also causes challenges due to the dark side of these agents. However, research on the factors influencing chatbots for knowledge sharing is lacking. To bridge this gap, we developed the integrated chatbot acceptance-avoidance model, which looks at the positive and negative determinants of using chatbots for knowledge sharing. Through a comprehensive questionnaire survey of 447 students, the research model is evaluated using the partial least squares-structural equation modeling (PLS-SEM), a symmetric approach, and fuzzy set qualitative comparative analysis (fsQCA) as an asymmetric approach. The PLS-SEM results supported the positive role of performance expectancy, effort expectancy, and habit and the negative role of perceived threats in affecting chatbot use for knowledge sharing. Although PLS-SEM results revealed that social influence, facilitating conditions, and hedonic motivation have no impact on chatbot use, the fsQCA analysis revealed that all factors might play a role in shaping the use of chatbots. In addition to the theoretical contributions, the findings provide several managerial implications for universities, instructors, and chatbot developers to help them make insightful decisions and promote the use of chatbots.",2024,WoS; Scopus; IEEE,,include,0.0,0.95,,,"T2: single-AI tier, Gemini only","This empirical quantitative study uses PLS-SEM with a sample of 447 students to investigate the determinants of using AI-based chatbots for knowledge sharing in an educational context, published in 2024, making it highly relevant.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_10860,Exploring the impact of ChatGPT usability on attitudes and beliefs among Indian higher education students: a structural analysis,"Receiving prompt answers from the AI conversational application made drastic changes in students' learning. This research investigates the influence of generative pre-trained transformers (ChatGPT) 3.5 usability on the attitudes and beliefs of Indian higher education students. In this study, data was collected from 380 students representing 14 higher education institutions through email and personal interactions. Structural equation modelling (SEM) was employed to validate the proposed model. Findings reveal a substantial positive correlation between ease of use and attitudes, as well as beliefs. Furthermore, it highlights a significant link between attitudes and the formation of beliefs among young individuals. These insights underscore the need for ethical AI interactions and provide valuable perspectives for educators, policymakers, and technology developers.",2025,WoS,,include,0.0,0.9,,,"T2: single-AI tier, Gemini only","This empirical quantitative study uses SEM to analyze ChatGPT's usability on attitudes and beliefs among 380 Indian higher education students in 2025, meeting all inclusion criteria including AI focus and adequate sample size.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_07715,Toward an AI Knowledge Assistant for Context-Aware Learning Experiences in Software Capstone Project Development,"Software assistants have significantly impacted software development for both practitioners and students, particularly in capstone projects. The effectiveness of these tools varies based on their knowledge sources; assistants with localized domain-specific knowledge may have limitations, while tools, such as ChatGPT, using broad datasets, might offer recommendations that do not always match the specific objectives of a capstone course. Addressing a gap in current educational technology, this article introduces an AI Knowledge Assistant specifically designed to overcome the limitations of the existing tools by enhancing the quality and relevance of large language models (LLMs). It achieves this through the innovative integration of contextual knowledge from a local “lessons learned” database tailored to the capstone course. We conducted a study with 150 students using the assistant during their capstone course. Integrated into the Kanban project tracking system, the assistant offered recommendations using different strategies: direct searches in the lessons learned database, direct queries to a generative pretrained transformers (GPT) model, query enrichment with lessons learned before submission to GPT and large language model meta AI (LLaMa) models, and query enhancement with Stack Overflow data before GPT processing. Survey results underscored a strong preference among students for direct LLM queries and those enriched with local repository insights, highlighting the assistant's practical value. Furthermore, our linguistic analysis conclusively demonstrated that texts generated by the LLM closely mirrored the linguistic standards and topical relevance of university course requirements. This alignment not only fosters a deeper understanding of course content but also significantly enhances the material's applicability to real-world scenarios.",2024,IEEE,,include,0.0,0.9,,,"T2: single-AI tier, Gemini only","This is an empirical quantitative study (n=150) from 2024 (IEEE) focusing on an AI Knowledge Assistant in an educational capstone setting, measuring student preference and practical value. While effect size data is not explicitly stated in the abstract, it is highly likely to be available given the quantitative survey and linguistic analysis methodology.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_02169,Pre-service teachers' perceptions and intentions regarding the use of chatbots through statistical and lag sequential analysis,"Chatbots provide unique interactions with compatible learning system features, improving the limitations of current learning systems. Educational chatbots are seen as the future of technology integration in the field of education. The success and usefulness of chatbots in the educational setting are highly dependent on teachers' beliefs regarding their efficacy, yet most research focuses on the effects on students' learning. Only a few studies have investigated teachers' beliefs regarding the use of chatbots, which is considered an important issue. Owning to teachers' beliefs having been transformed from their pre-service teacher training, this study used quantitative (i.e., questionnaires), qualitative (i.e., interview), and evidence-based (i.e., behavioral analysis) methods to investigate pre-service teachers' learning perceptions and intentions about using chatbots for learning during their training phases. The results of this study revealed that learning perceptions did not reflect pre-service teachers' propensity to use chatbots, but the behavioral analysis uncovered some specific intentions for using chatbots. We further discuss these findings to provide recommendations for the future development of chatbots use in education.",2023,WoS,,include,0.0,0.85,,,"T2: single-AI tier, Gemini only","This empirical quantitative study examines pre-service teachers' perceptions and intentions regarding chatbot use in an educational setting, employing statistical analysis. The year of publication is within the target window; sample size needs verification from the full text.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_04697,The role of personality traits in predicting educational use of generative AI in higher education,"Generative Artificial Intelligence (Gen-AI) systems offer significant opportunities for personalized learning in higher education. Studying the effects of personality traits on the use of Gen-AI is crucial for understanding the role of individual differences in integrating this innovative technology into education. Therefore, this study investigated how the Big Five personality traits, age, and gender predict the educational use of Gen-AI in higher education. In this study, data were obtained from 1016 university students through an online survey. The data obtained using the Five Factor Personality and educational use scales were analyzed using linear regression. Artificial neural networks (ANNs) were employed to investigate more complex and non-linear relationships. Additionally, multiple linear regression and multigroup analysis were employed to investigate age and gender differences. Significant and positive relationships were found between openness to experience, conscientiousness, extraversion, and the educational use of Gen-AI. However, neuroticism showed a negative association, while agreeableness did not demonstrate a significant association. The ANN model showed that openness was the strongest predictor. The results indicated that the effect of certain personality traits on Gen-AI use differed significantly between men and women. These findings significantly advance our understanding of the relationship between personality traits and the use of Gen-AI in higher education.",2025,WoS,include,uncertain,0.83,0.0,,,"Large survey (n=1,016) linking generative AI educational use to Big Five traits via regression and ANN, so it meets the empirical AI-adoption criteria for education. ([nature.com](https://www.nature.com/articles/s41598-025-16339-0?utm_source=openai))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 2s.. Retrying after 2799.771199ms...
Attempt 2 failed: You have exhausted your ",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_07598,Art Innovation or Plagiarism? Chinese Students’ Attitudes Toward AI Painting Technology and Influencing Factors,"The increasing integration of artificial intelligence (AI) in art, particularly AI painting technology, has captivated significant attention and sparked debate. However, little is understood about the attitudes of Chinese students toward this technology and the factors influencing their perspectives. This study employed a mixed-methods approach to comprehensively appraise Chinese students’ attitudes toward AI painting technology and the reasons behind these viewpoints. Data was collected from five universities and three high schools in China through questionnaire surveys and semi-structured interviews. Quantitative analysis demonstrated clear trends in students’ attitudes toward AI painting technology, with gender, educational level, and background in art and design identified as significant influencing factors. Specifically, students with higher levels of education demonstrated more favorable attitudes toward AI painting technology. This was evidenced by a strong positive correlation coefficient of 0.644 (p<0.01) between educational attainment and positive perceptions of this technology; whereas, a negative correlation with gender (coefficient of −0.263, p<0.01) indicated a difference in attitudes between male and female students, with males displaying more positive views. Specifically, background in art and design did not appear to significantly affect students’ attitudes, as presented by an insignificant correlation coefficient of −0.048 (p>0.05). In addition, regression analysis, with an R2 value of 0.419, suggests that these variables can account for 41.9% of the variance in student attitudes toward AI painting, emphasizing the significant effect of gender and education level on their perspectives. Qualitative findings further indicated that concerns about copyright ethics, job displacement anxieties, personal values and aesthetic viewpoints, and broader social and environmental implications all affected students’ attitudes toward AI painting technology. These findings offer valuable insights into the attitudes toward AI-generated technologies.",2024,IEEE,include,uncertain,0.78,0.0,,,"Mixed-method survey of 1,298 Chinese students from five universities and three high schools measured attitudes toward AI painting technology, reporting Pearson correlations and regression coefficients (e.g., R²=0.419, p<0.01) that tie gender and education level to acceptance, so it meets the empirical adoption/acceptance, AI-tool, sample-size, and statistical-reporting criteria. ([researchgate.net](https://www.researchgate.net/publication/381369784_Art_innovation_or_plagiarism_Chinese_Students%27_attitudes_towards_AI_painting_technology_and_influencing_factors))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 3s.. Retrying after 3626.293996ms...
Attempt 2 failed: You have exhausted your ",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_07603,Empirical Assessment of AI-Powered Tools for Vocabulary Acquisition in EFL Instruction,"The deep integration of Artificial Intelligence (AI) is gradually becoming a key force in innovating the teaching of English as a Foreign Language (EFL). This study aims to assess the practical effects of AI technology in providing customized instructional support and learning pathways in EFL instruction. The study reveals the benefits of AI in the instruction of English vocabulary, utilizing the Apriori algorithm from association rule mining and empirical analysis from survey data of 110 second-year university students across four different majors using AI-powered language learning platforms and AI-powered mobile language learning applications (such as UNIPUS AIGC platform and iTEST, intelligent assessment mobile application). It also deduces related teaching strategies and learning models. The results indicate that the use of AI-powered language learning platforms positively impacts English vocabulary learning outcomes in EFL instruction, and the combined use of AI-powered mobile language learning applications for self-testing and in-class tests effectively enhances vocabulary learning efficiency. The findings and conclusions of this study provide valuable insights for EFL educational practice and demonstrate the potential of AI in boosting the effectiveness of language learning, offering empirical support and guidance for future educational decision-making.",2024,IEEE,include,uncertain,0.64,0.0,,,"Survey-based empirical analysis of 110 EFL students who used AI-powered language platforms and mobile apps, coupled with Apriori association-rule mining to link that actual use with vocabulary outcomes, satisfies the criteria for educational AI adoption/usage measurement and statistical relationships. ([doaj.org](https://doaj.org/article/b415ed0faca94ac0862708af333377b3))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 5s.. Retrying after 5843.226764ms...
Attempt 2 failed: You have exhausted your ",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_11802,Attitudes toward the adoption of 2 artificial intelligence–enabled mental health tools among prospective psychotherapists: Cross-sectional study,"Background: Despite growing efforts to develop user-friendly artificial intelligence (AI) applications for clinical care, their adoption remains limited because of the barriers at individual, organizational, and system levels. There is limited research on the intention to use AI systems in mental health care. Objective: This study aimed to address this gap by examining the predictors of psychology students’ and early practitioners’ intention to use 2 specific AI-enabled mental health tools based on the Unified Theory of Acceptance and Use of Technology. Methods: This cross-sectional study included 206 psychology students and psychotherapists in training to examine the predictors of their intention to use 2 AI-enabled mental health care tools. The first tool provides feedback to the psychotherapist on their adherence to motivational interviewing techniques. The second tool uses patient voice samples to derive mood scores that the therapists may use for treatment decisions. Participants were presented with graphic depictions of the tools’ functioning mechanisms before measuring the variables of the extended Unified Theory of Acceptance and Use of Technology. In total, 2 structural equation models (1 for each tool) were specified, which included direct and mediated paths for predicting tool use intentions. Results: Perceived usefulness and social influence had a positive effect on the intention to use the feedback tool (P< .001) and the treatment recommendation tool (perceived usefulness, P = .01 and social influence, P< .001). However, trust was unrelated to use intentions for both the tools. Moreover, perceived ease of use was unrelated (feedback tool) and even negatively related (treatment recommendation tool) to use intentions when considering all predictors (P = .004). In addition, a positive relationship between cognitive technology readiness (P = .02) and the intention to use the feedback tool and a negative relationship between AI anxiety and the intention to use the feedback tool (P = .001) and the treatment recommendation tool (P< .001) were observed. Conclusions: The results shed light on the general and tool-dependent drivers of AI technology adoption in mental health care. Future research may explore the technological and user group characteristics that influence the adoption of AI-enabled tools in mental health care. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)",2023,PsycINFO,include,uncertain,0.83,0.0,,,"Cross-sectional quantitative study of 206 psychology students/trainee psychotherapists measuring intention to use two AI-enabled mental health tools via an extended UTAUT model, with structural equation models and p-values reported for adoption intention predictors, so it satisfies the inclusion criteria. ([pmc.ncbi.nlm.nih.gov](https://pmc.ncbi.nlm.nih.gov/articles/PMC10372564/?utm_source=openai))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 4s.. Retrying after 4627.324327ms...
Attempt 2 failed with status 429. Retrying",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_13529,"Exploring the Diffusion of Digital Technologies in Higher Education Entrepreneurship: The Impact of the Utilization of AI and TikTok on Student Entrepreneurial Knowledge, Experience, and Business Performance","This study investigates the impact of digital technology propagation, specifically artificial intelligence (AI) and the TikTok application, on enhancing student entrepreneurs' entrepreneurial knowledge, business experience, and the performance of their ventures. This research employs a mixed-methods design, combining qualitative and quantitative elements, with the quantitative aspect analyzed through Structural Equation Modeling-Partial Least Squares (SEM-PLS) and the qualitative aspect analyzed through in-depth interviews with student entrepreneurs. The survey included participation from 125 students, with three additional students serving as key informants. Research findings suggest that AI directly enhances entrepreneurial knowledge and business performance, whereas TikTok indirectly influences business success by affecting the acquisition of entrepreneurial learning. The utilization of AI has a substantial direct impact on entrepreneurial expertise and business performance. In contrast, the utilization of TikTok has a moderate influence on entrepreneurial knowledge, which in turn mediates its effect on entrepreneurial success. Offer practical implications for higher education institutions to integrate AI-driven analytics and social media marketing strategies into entrepreneurship curricula. Future research should investigate the regulatory framework, long-term implications, and the inclusion of other digital platforms to refine the digital transformation of entrepreneurship education further.",2025,WoS,,include,0.0,1.0,,,"T2: single-AI tier, Gemini only","The study is a quantitative mixed-methods analysis (SEM-PLS) from 2025, investigating AI utilization among 125 student entrepreneurs in higher education, meeting all inclusion criteria.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_00125,Exploring the ‘dark side’ of AI‐powered digital assistants: A moderated mediation model of antecedents and outcomes of perceived creepiness,"Artificial intelligence‐powered digital assistants (DAs) offer benefits, but their downsides can hinder user adoption and limit market potential. Although research exists on users' experiences with DAs, less is known about how user characteristics influence perceptions of a ‘dark side’—perceived creepiness. This study explores how perceived creepiness, user characteristics (uncertainty avoidance), and anxieties triggered by DAs (privacy concerns and technology anxiety) relate to distrust and disengagement from DAs. Based on the stressor‐strain‐outcome and person‐environment fit models, a research model was proposed and tested using survey data from 509 DA users analysed with Amos version 29 software. The results reveal that privacy concerns, uncertainty avoidance, and technology anxiety positively influence perceived creepiness and distrust of DAs, leading to disengagement. Moreover, uncertainty avoidance moderates these relationships, with users higher in uncertainty avoidance experiencing a stronger link between privacy concerns/technology anxiety and perceived creepiness. Importantly, the study shows indirect effects mediated by perceived creepiness, with uncertainty avoidance further moderating these indirect relationships. These findings contribute to literature by highlighting the interplay between user characteristics, DA‐induced anxieties, perceived creepiness, and user disengagement with DAs. (PsycInfo Database Record (c) 2025 APA, all rights reserved) (Source: journal abstract)",2025,PsycINFO,include,uncertain,0.55,0.0,,,"Surveyed 509 AI-powered digital assistant users and modelled statistical relationships among anxiety, perceived creepiness, distrust/disengagement, and downstream intentions to adopt or disengage from DAs, so it clearly meets the quantitative, adoption-measure, and n≥50 criteria. ([pure.uj.ac.za](https://pure.uj.ac.za/en/publications/exploring-the-dark-side-of-ai-powered-digital-assistants-a-modera/?utm_source=openai))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 1s.. Retrying after 1191.00828ms...
Attempt 2 failed with status 429. Retrying ",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
